"UNITID","NUMBRANCH","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","ADM_RATE","ADM_RATE_ALL","SATVR25","SATVR75","SATMT25","SATMT75","SATVRMID","SATMTMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTCMMID","ACTENMID","ACTMTMID","SAT_AVG","SAT_AVG_ALL","CIP01BACHL","CIP03BACHL","CIP04BACHL","CIP05BACHL","CIP09BACHL","CIP10BACHL","CIP11BACHL","CIP12BACHL","CIP13BACHL","CIP14BACHL","CIP15BACHL","CIP16BACHL","CIP19BACHL","CIP22BACHL","CIP23BACHL","CIP24BACHL","CIP25BACHL","CIP26BACHL","CIP27BACHL","CIP29BACHL","CIP30BACHL","CIP31BACHL","CIP38BACHL","CIP39BACHL","CIP40BACHL","CIP41BACHL","CIP42BACHL","CIP43BACHL","CIP44BACHL","CIP45BACHL","CIP46BACHL","CIP47BACHL","CIP48BACHL","CIP49BACHL","CIP50BACHL","CIP51BACHL","CIP52BACHL","CIP54BACHL","DISTANCEONLY","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","UG25ABV","COMP_ORIG_YR2_RT","COMP_ORIG_YR3_RT","COMP_ORIG_YR4_RT","COMP_ORIG_YR6_RT","COMP_ORIG_YR8_RT","OPEFLAG","ADMCON7","UGDS_MEN","UGDS_WOMEN","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","COUNT_NWNE_1YR","COUNT_WNE_1YR","BOOKSUPPLY","ROOMBOARD_ON","OTHEREXPENSE_ON","ROOMBOARD_OFF","OTHEREXPENSE_OFF","C150_4","OVERALL_YR6_N","NPT4","NPT41","NPT42","NPT43","NPT44","NPT45","GPA_BOTTOM_TEN_PERCENT","COST_INSTATE_ONCAMPUS","COST_INSTATE_OFFCAMPUS","COST_OUTSTATE_ONCAMPUS","COST_OUTSTATE_OFFCAMPUS","FINAID1","FINAID2","FINAID3","FINAID4","FINAID5","STABBR.AK","STABBR.AL","STABBR.AR","STABBR.AS","STABBR.AZ","STABBR.CA","STABBR.CO","STABBR.CT","STABBR.DC","STABBR.DE","STABBR.FL","STABBR.GA","STABBR.GU","STABBR.HI","STABBR.IA","STABBR.ID","STABBR.IL","STABBR.IN","STABBR.KS","STABBR.KY","STABBR.LA","STABBR.MA","STABBR.MD","STABBR.ME","STABBR.MH","STABBR.MI","STABBR.MN","STABBR.MO","STABBR.MP","STABBR.MS","STABBR.MT","STABBR.NC","STABBR.ND","STABBR.NE","STABBR.NH","STABBR.NJ","STABBR.NM","STABBR.NV","STABBR.NY","STABBR.OH","STABBR.OK","STABBR.OR","STABBR.PA","STABBR.PR","STABBR.RI","STABBR.SC","STABBR.SD","STABBR.TN","STABBR.TX","STABBR.UT","STABBR.VA","STABBR.VI","STABBR.VT","STABBR.WA","STABBR.WI","STABBR.WV","STABBR.WY","CONTROL.1","CONTROL.2","CONTROL.3","REGION.0","REGION.1","REGION.2","REGION.3","REGION.4","REGION.5","REGION.6","REGION.7","REGION.8","REGION.9","LOCALE..","LOCALE.1","LOCALE.2","LOCALE.3","LOCALE.4","CCBASIC..2","CCBASIC.1","CCBASIC.4","CCBASIC.5","CCBASIC.10","CCBASIC.14","CCBASIC.15","CCBASIC.16","CCBASIC.17","CCBASIC.18","CCBASIC.19","CCBASIC.20","CCBASIC.21","CCBASIC.22","CCBASIC.23","CCBASIC.24","CCBASIC.25","CCBASIC.26","CCBASIC.27","CCBASIC.28","CCBASIC.29","CCBASIC.30","CCBASIC.31","CCBASIC.32","CCBASIC.33","RELAFFIL..1","RELAFFIL.22","RELAFFIL.24","RELAFFIL.27","RELAFFIL.28","RELAFFIL.30","RELAFFIL.33","RELAFFIL.34","RELAFFIL.35","RELAFFIL.37","RELAFFIL.38","RELAFFIL.39","RELAFFIL.41","RELAFFIL.42","RELAFFIL.43","RELAFFIL.44","RELAFFIL.47","RELAFFIL.48","RELAFFIL.49","RELAFFIL.50","RELAFFIL.51","RELAFFIL.52","RELAFFIL.54","RELAFFIL.55","RELAFFIL.57","RELAFFIL.58","RELAFFIL.59","RELAFFIL.60","RELAFFIL.61","RELAFFIL.64","RELAFFIL.65","RELAFFIL.66","RELAFFIL.67","RELAFFIL.68","RELAFFIL.69","RELAFFIL.71","RELAFFIL.73","RELAFFIL.74","RELAFFIL.75","RELAFFIL.76","RELAFFIL.78","RELAFFIL.79","RELAFFIL.80","RELAFFIL.81","RELAFFIL.84","RELAFFIL.87","RELAFFIL.88","RELAFFIL.89","RELAFFIL.91","RELAFFIL.94","RELAFFIL.95","RELAFFIL.97","RELAFFIL.99","RELAFFIL.100","RELAFFIL.102","RELAFFIL.103","RELAFFIL.105","RELAFFIL.107","RELAFFIL.108","OPEFLAG.1","OPEFLAG.2","OPEFLAG.3","OPEFLAG.5","OPEFLAG.7","CLIMATE_ZONE.Af","CLIMATE_ZONE.Am","CLIMATE_ZONE.As","CLIMATE_ZONE.Aw","CLIMATE_ZONE.BSh","CLIMATE_ZONE.BSk","CLIMATE_ZONE.BWh","CLIMATE_ZONE.BWk","CLIMATE_ZONE.Cfa","CLIMATE_ZONE.Cfb","CLIMATE_ZONE.Csa","CLIMATE_ZONE.Csb","CLIMATE_ZONE.Dfa","CLIMATE_ZONE.Dfb","CLIMATE_ZONE.Dfc","CLIMATE_ZONE.Dwa","SELECT","TEACH_QUAL"
214883,-0.214625642,0,1,0,0,0,0,0,0,0,-0.527218054,-0.462800739,-0.446386578,-0.643939103,-0.473643614,-0.651335646,-0.607370128,-0.539146965,-0.543875799,-0.682552937,-0.603095537,-0.815861793,-0.575505029,-0.812945823,-0.622767534,-0.698306217,-0.663968006,-0.604278481,-0.690991812,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,-0.423309918,-1.212380257,2.176578889,-0.365834107,-0.191789249,-0.125169634,-0.072497966,-0.441436872,-0.442526416,0.77638162,-0.940001415,-0.411452752,-0.703033342,0.341402299,-0.340985404,0.052608495,1.369672926,2.279971387,-0.536732957,-1.216948646,-1.491155563,-1.39582942,-1.012399327,1,2,-0.685977141,0.72507194,-0.310564443,-0.673148325,-0.179229201,-0.302298846,-0.43233668,0.7183979,-0.409885194,-0.58680548,-1.260079524,-1.241702458,-0.498295788,-0.265033699,-1.074086446,-1.364347262,-1.057735753,-0.93498459,-0.727897914,-0.683897965,-0.965202081,-0.468977258,-0.777140887,-0.718483972,-1.070190612,-0.346358235,-0.528856573,-0.620055791,-0.795660649,-0.958317401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.536801235,0.1517696849
214971,-0.214625642,0,0,0,0,0,0,0,0,0,0.986892455,0.988515275,0.041374336,0.40351152,-0.224624058,-0.132959198,0.190054657,-0.129772538,-0.116249842,0.03171999,0.130258158,0.303300228,-0.364195934,-0.210474729,0.053152105,0.135612637,-0.126597047,-0.021371339,-0.033971067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.538972509,0.302429519,-0.466380878,-0.5032262,0.11387215,-0.020573248,-0.121104371,2.120402038,0.633462284,-0.003087033,1.591861314,1.317615721,1.201099216,0.827902782,0.572207891,-0.095707776,-1.641053748,-0.530946464,0.667003426,0.299010003,1.084509768,0.180830172,0.653836065,1,3,-0.868713066,0.90459418,-1.055028937,-1.209937546,-1.122191513,-0.37052661,-0.514185841,0.740695349,1.978435907,0.108354457,0.967026618,1.530798607,0.57276662,-0.37344866,0.823636259,2.402183552,0.618249404,2.975101451,2.041559449,-2.138473794,-0.235949802,1.589682745,1.664470683,1.4776592,1.560724385,0.535279033,1.543800343,0.250835937,0.841803648,4.832018112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4617194439,-0.16053075505
215053,-0.214625642,0,0,0,0,0,0,0,0,0,-1.334532178,-1.343435325,-0.01018493,0.293380379,-0.224741965,-0.171210317,0.171645258,-0.266934073,-0.050307522,-0.001992007,0.109154455,0.130710854,-0.201978852,-0.056104912,0.051065934,0.215378788,-0.033046637,0.011547749,0.008005259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.532222279,0.897519925,-0.31109657,-0.623056897,-0.112377219,-0.050851149,-0.010389782,0.885940802,-0.523101607,-0.281374488,0.125974414,0.376722717,0.164943026,1.192749152,-0.182429032,-1.21969042,-1.674947657,-0.883868797,0.597814113,0.736181596,0.291775774,0.557981246,-0.040029206,1,2,-0.69071669,0.729728136,-1.023027423,-0.961802994,-1.255893356,-0.379623645,-0.508968365,0.658938037,0.090164789,-1.681074914,-0.538552155,-1.465677054,-0.387035181,-0.367365973,0.838084136,0.928528044,0.895524897,1.00541418,1.087109971,0.666693316,-0.419698408,0.247946028,0.094380243,0.046317489,-0.131098563,-0.370446685,-0.345662573,-0.42230983,-0.511925695,-0.431349944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1092417119,-1.02866365855
215062,-0.214625642,0,0,0,0,0,0,0,0,0,-3.173937706,-3.191181215,3.706571186,3.188397834,4.394617958,3.386030294,3.493594271,3.929505499,3.954189758,3.034194681,3.953545767,2.744461266,4.342233904,3.305726674,3.491163113,3.357077426,3.970040667,3.738454105,3.572091071,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0.834569436,-0.454411124,-0.319955071,-0.25220155,2.568153386,-0.148566193,-0.107602592,0.540822607,1.057411749,-0.228618573,2.589102428,2.505616077,2.509381793,3.367794817,4.055701929,4.057896866,0.560228072,-0.761270492,-0.624945919,1.705787378,1.431825741,1.813457259,1.900128729,1,1,0.163455269,-0.109421929,3.142945307,2.314391681,4.037206814,0.188941056,0.272022638,0.268732683,1.882802197,-1.078771422,1.250260499,-1.053607287,2.096034156,-0.173614482,0.767019377,-1.625364218,-1.524104911,-0.79149118,-0.138082901,1.859276397,3.772066661,2.534893729,2.528709632,2.485994061,2.491969648,3.963430438,3.908834883,3.641236632,3.531071032,2.663327905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5978010272,3.53269781265
215105,-0.214625642,0,0,0,0,0,0,0,0,0,0.212053187,0.210162676,0.403571764,0.4875627,0.142538298,0.273842026,0.443183896,0.219579063,0.315372619,0.554255936,0.473193339,0.735663298,0.105379832,0.475613349,0.487075825,0.570700734,0.271536093,0.336340789,0.433998882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.346071712,-0.009033728,0.284507336,-0.106545271,-0.233742774,-0.130674706,-0.121104371,-0.5111242,-0.176008477,0.494137471,1.979337032,1.748175353,1.675251991,1.027257808,0.250612678,-0.183349208,1.369672926,-0.900751187,-1.035658646,1.11395879,0.661682605,0.567023829,0.981216326,1,3,-0.33735702,0.382582826,-0.8834696,-0.927626936,-0.785596975,-0.261362187,-0.358313733,5.20390135,2.136066643,-0.622673527,1.192113146,-0.741565011,0.44383802,-0.297236162,2.473748203,3.132352044,2.853294091,2.628874612,2.334820898,1.983794324,0.326780303,2.098358414,2.005562884,2.020305676,1.928262201,0.584258881,0.767644004,0.926570726,1.174021308,1.488607348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1656974093,0.1580945836
215114,-0.214625642,0,0,0,0,0,0,0,0,0,0.698712049,0.699028181,0.051250115,0.637097262,-0.203754521,0.100066168,0.346399187,-0.044662047,-0.242139727,-0.442354961,0.260397663,0.075553426,-0.140080228,-0.231914982,-0.263945997,0.093916694,-0.272361639,-0.05467847,-0.118930646,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1,0,-0.454724449,0.691006251,-0.272014949,-0.580702943,-0.181300868,-0.163705144,-0.121104371,1.061818344,0.065717095,-0.23653196,0.383590395,0.535040805,0.339290445,-0.501246691,-0.378690883,-0.445524433,-1.153418802,-0.72429002,-0.855093904,-0.348769802,0.080499859,0.362152804,0.430458909,1,1,0.097628207,-0.044752534,-0.538711824,-0.498993683,-0.499118413,-0.343235504,-0.467880738,-0.284987296,0.074335761,-1.027917301,-0.027105545,-1.018815117,0.363138266,-0.336952535,0.303865092,0.176031439,0.323602753,-0.241055481,0.130290172,0.332449425,-0.534541286,0.406999504,0.371883391,0.215993009,0.167920003,0.354177687,0.275511642,0.610557725,0.428918668,0.339112819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5838873545,-0.53500020085
215132,-0.214625642,0,0,0,0,0,0,0,0,0,0.088841887,0.086392702,1.013176713,0.637097262,1.034268838,1.172686583,0.854011297,1.115935555,0.956811555,0.821844909,0.787990249,0.876225778,1.140580953,1.054500166,0.98775704,0.909706877,1.032992917,0.89602995,0.806184772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.3877414,-0.282504477,-0.410103344,-0.57657085,4.578925925,-0.154071266,-0.061696543,0.248799518,-0.39542092,0.099787002,0.606869952,0.267443622,0.044599682,1.450089932,0.538457532,0.379578454,1.331041159,-0.975516054,-1.0151617,-0.417064985,1.448437561,1.286645216,1.060989575,1,1,-0.355788597,0.400690256,2.934857412,2.463579382,3.413659804,-0.325041434,-0.458097969,-0.303568503,2.204659097,-0.002888932,2.113092188,-0.317535436,1.223617294,-0.302961045,1.687337364,1.786658826,1.696189378,2.132938811,1.854830785,1.269957421,1.188101892,0.642255846,0.645485369,0.466960438,0.462734935,-0.282779326,-0.218525937,-0.47789766,-0.351990385,-0.187747747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8057535138,0.56201762925
215266,0.351144813,0,0,0,0,0,0,0,0,0,0.188338878,-0.40920506,-0.333520524,-0.425944643,-0.380615001,-0.529885503,-0.364257768,-0.466697539,-0.841615367,-0.126304994,-0.79478751,-0.725118927,-0.460245523,-0.875122556,-0.576871756,-0.721873489,-0.598700278,-0.559135999,1.542501124,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,-0.395789751,0.569881655,0.00728837,-0.424199921,-0.19928095,-0.110030683,-0.121104371,0.185749079,-0.332200386,-0.183776044,-0.383875082,-0.473058842,0.091684015,-0.402554936,-0.186472044,0.038376125,0.559863621,-0.788603885,-0.523923204,0.654158951,1.008131302,1.080907323,1.010481924,1,1,0.011263101,0.040093711,0.648232143,0.672610696,0.665100604,0.684729476,1.625957771,-0.719787547,-0.286434166,0.640733533,0.039169933,0.122802968,-0.580428082,0.532335086,-0.043001406,-0.090339041,-0.112797844,0.010890514,0.019675166,-0.147724207,-0.103880492,-0.454006698,-0.452693674,0.050519979,0.082866456,-0.402418628,-0.392340404,-0.478735285,-0.52303803,-0.519427264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0500451736,0.06038720715
215275,0.351144813,0,0,0,0,0,0,0,0,0,0.752842537,-0.40920506,0.051250115,-0.213336262,-0.026894041,-0.189371086,-0.059690501,-0.115001296,0.057598094,-0.126304994,-0.267194924,-0.458228143,-0.140080228,-0.231914982,0.048979762,-0.449943428,-0.272361639,-0.180792853,1.542501124,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,-0.377745867,0.948678139,-0.431467963,-0.432464107,-0.130357301,-0.163705144,-0.121104371,0.102787974,-0.471037637,-0.210154002,-0.437823481,-0.473741836,0.090931869,-0.211433888,-0.36330986,-0.059003244,0.68632799,-0.773731304,-0.523923204,0.654158951,1.008131302,1.080907323,1.010481924,1,1,0.084989411,-0.032336011,0.648232143,0.672610696,0.665100604,0.684729476,1.625957771,-0.719787547,0.128418273,0.640733533,0.039169933,0.122802968,-0.867413596,0.532335086,-0.170213197,-0.251858788,-0.228693962,-0.099170105,-0.218015411,-0.392148288,-0.103880492,-0.377188301,-0.453343869,0.132468527,0.08216585,-0.375775342,-0.392193849,-0.481933488,-0.446239448,-0.374698271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0500451736,-0.0232802129
215284,0.351144813,0,0,0,0,0,0,0,0,0,0.480127984,-0.40920506,0.051250115,-0.000727881,0.149966438,0.151143331,0.041831921,0.148770886,-0.242139727,-0.442354961,-0.267194924,-0.725118927,-0.140080228,0.089688805,-0.263945997,-0.449943428,0.053977,-0.074080683,1.542501124,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,-0.244948078,1.085601596,-0.517968618,-0.497544572,-0.266706258,-0.158200071,-0.121104371,-0.282151551,-0.33591924,-0.179819351,-0.403487057,-0.473195441,0.091533586,-0.106247729,-0.276560892,0.059724679,1.198381129,-0.885878605,-0.523923204,0.654158951,1.008131302,1.080907323,1.010481924,1,1,0.6879653,-0.624707666,0.648232143,0.672610696,0.665100604,0.684729476,1.625957771,-0.719787547,-0.138696573,0.640733533,0.039169933,0.122802968,0.239462313,0.532335086,0.051673297,0.063085133,0.089025829,0.027068099,-0.053278064,-0.230736159,0.326780303,-0.426553969,-0.452823713,0.079806079,0.082726335,-0.51132762,-0.527097911,-0.51216413,-0.503529709,-0.472502575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3515077301,0.14645175375
215293,0.351144813,0,0,0,0,0,0,0,0,0,-0.648363804,-0.40920506,2.359873949,1.912747548,2.272292198,2.364487043,2.173802784,2.346872405,2.455500656,2.402094746,2.106971715,2.210679698,2.421242133,2.019311527,2.552385836,2.269357182,2.338347473,2.322092581,1.542501124,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,0,1.904610666,0.607497989,-0.462212172,-0.515622479,1.021866307,-0.156823803,-0.11570366,0.341715956,0.074394423,-0.419858767,-0.01768176,-0.093313988,0.702426485,0.665890583,0.719953601,1.375844311,0.500093717,-0.88708449,-0.523923204,0.654158951,1.008131302,1.080907323,1.010481924,1,1,0.191365943,-0.136841752,0.648232143,0.672610696,0.665100604,0.684729476,1.625957771,-0.851714119,0.25373141,-0.490770652,0.439949,-0.651322819,1.469536661,0.532335086,1.017919086,0.580548962,0.621166697,0.847218615,0.879311782,0.737077788,2.049423482,-0.102968782,-0.105034506,0.593100792,0.636835482,-0.345409296,-0.364201806,-0.508280596,-0.573167008,-0.748064868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5573579554,1.0805090444
