"UNITID","NUMBRANCH","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","ADM_RATE","ADM_RATE_ALL","SATVR25","SATVR75","SATMT25","SATMT75","SATVRMID","SATMTMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTCMMID","ACTENMID","ACTMTMID","SAT_AVG","SAT_AVG_ALL","CIP01BACHL","CIP03BACHL","CIP04BACHL","CIP05BACHL","CIP09BACHL","CIP10BACHL","CIP11BACHL","CIP12BACHL","CIP13BACHL","CIP14BACHL","CIP15BACHL","CIP16BACHL","CIP19BACHL","CIP22BACHL","CIP23BACHL","CIP24BACHL","CIP25BACHL","CIP26BACHL","CIP27BACHL","CIP29BACHL","CIP30BACHL","CIP31BACHL","CIP38BACHL","CIP39BACHL","CIP40BACHL","CIP41BACHL","CIP42BACHL","CIP43BACHL","CIP44BACHL","CIP45BACHL","CIP46BACHL","CIP47BACHL","CIP48BACHL","CIP49BACHL","CIP50BACHL","CIP51BACHL","CIP52BACHL","CIP54BACHL","DISTANCEONLY","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","UG25ABV","COMP_ORIG_YR2_RT","COMP_ORIG_YR3_RT","COMP_ORIG_YR4_RT","COMP_ORIG_YR6_RT","COMP_ORIG_YR8_RT","OPEFLAG","ADMCON7","UGDS_MEN","UGDS_WOMEN","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","COUNT_NWNE_1YR","COUNT_WNE_1YR","BOOKSUPPLY","ROOMBOARD_ON","OTHEREXPENSE_ON","ROOMBOARD_OFF","OTHEREXPENSE_OFF","C150_4","OVERALL_YR6_N","NPT4","NPT41","NPT42","NPT43","NPT44","NPT45","GPA_BOTTOM_TEN_PERCENT","COST_INSTATE_ONCAMPUS","COST_INSTATE_OFFCAMPUS","COST_OUTSTATE_ONCAMPUS","COST_OUTSTATE_OFFCAMPUS","FINAID1","FINAID2","FINAID3","FINAID4","FINAID5","STABBR.AK","STABBR.AL","STABBR.AR","STABBR.AS","STABBR.AZ","STABBR.CA","STABBR.CO","STABBR.CT","STABBR.DC","STABBR.DE","STABBR.FL","STABBR.GA","STABBR.GU","STABBR.HI","STABBR.IA","STABBR.ID","STABBR.IL","STABBR.IN","STABBR.KS","STABBR.KY","STABBR.LA","STABBR.MA","STABBR.MD","STABBR.ME","STABBR.MH","STABBR.MI","STABBR.MN","STABBR.MO","STABBR.MP","STABBR.MS","STABBR.MT","STABBR.NC","STABBR.ND","STABBR.NE","STABBR.NH","STABBR.NJ","STABBR.NM","STABBR.NV","STABBR.NY","STABBR.OH","STABBR.OK","STABBR.OR","STABBR.PA","STABBR.PR","STABBR.RI","STABBR.SC","STABBR.SD","STABBR.TN","STABBR.TX","STABBR.UT","STABBR.VA","STABBR.VI","STABBR.VT","STABBR.WA","STABBR.WI","STABBR.WV","STABBR.WY","CONTROL.1","CONTROL.2","CONTROL.3","REGION.0","REGION.1","REGION.2","REGION.3","REGION.4","REGION.5","REGION.6","REGION.7","REGION.8","REGION.9","LOCALE..","LOCALE.1","LOCALE.2","LOCALE.3","LOCALE.4","CCBASIC..2","CCBASIC.1","CCBASIC.4","CCBASIC.5","CCBASIC.10","CCBASIC.14","CCBASIC.15","CCBASIC.16","CCBASIC.17","CCBASIC.18","CCBASIC.19","CCBASIC.20","CCBASIC.21","CCBASIC.22","CCBASIC.23","CCBASIC.24","CCBASIC.25","CCBASIC.26","CCBASIC.27","CCBASIC.28","CCBASIC.29","CCBASIC.30","CCBASIC.31","CCBASIC.32","CCBASIC.33","RELAFFIL..1","RELAFFIL.22","RELAFFIL.24","RELAFFIL.27","RELAFFIL.28","RELAFFIL.30","RELAFFIL.33","RELAFFIL.34","RELAFFIL.35","RELAFFIL.37","RELAFFIL.38","RELAFFIL.39","RELAFFIL.41","RELAFFIL.42","RELAFFIL.43","RELAFFIL.44","RELAFFIL.47","RELAFFIL.48","RELAFFIL.49","RELAFFIL.50","RELAFFIL.51","RELAFFIL.52","RELAFFIL.54","RELAFFIL.55","RELAFFIL.57","RELAFFIL.58","RELAFFIL.59","RELAFFIL.60","RELAFFIL.61","RELAFFIL.64","RELAFFIL.65","RELAFFIL.66","RELAFFIL.67","RELAFFIL.68","RELAFFIL.69","RELAFFIL.71","RELAFFIL.73","RELAFFIL.74","RELAFFIL.75","RELAFFIL.76","RELAFFIL.78","RELAFFIL.79","RELAFFIL.80","RELAFFIL.81","RELAFFIL.84","RELAFFIL.87","RELAFFIL.88","RELAFFIL.89","RELAFFIL.91","RELAFFIL.94","RELAFFIL.95","RELAFFIL.97","RELAFFIL.99","RELAFFIL.100","RELAFFIL.102","RELAFFIL.103","RELAFFIL.105","RELAFFIL.107","RELAFFIL.108","OPEFLAG.1","OPEFLAG.2","OPEFLAG.3","OPEFLAG.5","OPEFLAG.7","CLIMATE_ZONE.Af","CLIMATE_ZONE.Am","CLIMATE_ZONE.As","CLIMATE_ZONE.Aw","CLIMATE_ZONE.BSh","CLIMATE_ZONE.BSk","CLIMATE_ZONE.BWh","CLIMATE_ZONE.BWk","CLIMATE_ZONE.Cfa","CLIMATE_ZONE.Cfb","CLIMATE_ZONE.Csa","CLIMATE_ZONE.Csb","CLIMATE_ZONE.Dfa","CLIMATE_ZONE.Dfb","CLIMATE_ZONE.Dfc","CLIMATE_ZONE.Dwa","SELECT","TEACH_QUAL"
139959,-0.214625642,0,0,0,0,0,0,0,0,0,-1.233488601,-1.241933589,2.359873949,1.912747548,1.918571238,2.023972626,2.173802784,1.995176162,2.155762836,2.086044778,2.106971715,2.477570482,2.101076838,2.019311527,2.239460076,2.269357182,2.012008834,2.147472667,2.023938739,1,1,1,1,1,0,1,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,0,3.294768562,0.628939299,-0.34444622,-0.431947595,0.915484154,-0.154071266,-0.099501525,0.218933521,-0.349555042,-0.423815461,-0.428357764,-0.614985066,0.504912972,-0.199024937,-0.067466873,1.547381815,1.06061879,-0.924466924,-0.051915551,0.714117878,0.777241526,1.496915954,1.063126868,1,1,-0.010328175,0.061305273,0.677501821,0.7435209,0.74116315,0.712020582,1.315517923,-0.415055747,-0.054934634,0.605771325,-0.629837247,0.416361905,1.672002315,0.33751018,-0.660501299,-1.056062604,-0.80698111,-0.526815281,-0.602534241,-0.78173348,2.480084277,-0.531317521,-0.681172132,0.465253177,0.3671723,0.08497101,-0.061418763,-0.22470652,-0.193289778,0.020901437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.1086390706,1.07065518925
139968,-0.214625642,0,0,0,0,0,0,0,0,0,0.754389122,0.754957709,-1.68021776,-1.70159493,-1.795498841,-1.551428755,-1.684049255,-1.69763439,-1.441091008,-2.022604799,-1.586176389,-1.792682063,-1.100576113,-2.161537703,-1.828574793,-1.809593733,-1.577716195,-1.839682035,-1.855882042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,-0.178484277,-0.218180546,1.53928792,-0.506325269,-0.540902514,-0.140308584,-0.121104371,-0.0830449,-0.502028095,-0.469976887,-1.137853458,-1.16110734,-0.937251575,-1.331718672,-0.536456231,-0.703205226,0.025943444,-0.484720874,-0.583537301,-1.361624882,-1.53631341,-1.60223658,-1.689129303,1,1,-0.564855347,0.606080254,-0.837808903,-0.877795378,-0.941513347,-0.325041434,-0.401357913,0.23528651,-0.598397924,-0.220608136,-1.192240945,-0.010929436,-1.69446669,-0.131214571,-1.096756692,-0.956695969,-0.961597669,-0.928337636,-1.082260985,-1.204150118,-0.666610597,-1.16740832,-1.346386448,-0.947308658,-1.132754712,-0.807688549,-0.816324598,-0.867393203,-0.83739364,-0.793706877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6931147306,-0.55214567675
140234,-0.214625642,0,0,0,0,0,0,0,0,0,-1.052538113,-1.060162623,-0.141135204,-0.46846632,-0.026894041,-0.700142712,-0.28303983,-0.378773478,-0.242139727,-0.758404929,-0.267194924,-0.725118927,-0.460245523,-0.553518769,-0.576871756,-0.449943428,-0.598700278,-0.45242383,-0.505968728,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,2,2,1,0,-0.45173877,0.716209194,0.402273288,-0.663344803,-0.488460607,-0.083881587,-0.121104371,-0.414889318,-0.422692523,-0.520095007,0.657910582,0.714121921,0.5365031,0.231229365,0.120005821,-0.312938677,1.369672926,-0.782172498,-0.584531941,-0.298748196,-0.194231586,-0.418322871,-0.153976725,1,1,0.424657051,-0.366030087,-0.03878573,0.227298709,0.020049931,-0.379623645,-0.464945907,-0.39647454,0.491166828,-0.360456968,1.008917722,-0.453442351,-0.538884422,-0.330512042,0.180059712,1.009092057,1.317471631,-0.265587065,-0.841014925,-0.281465685,-0.534541286,0.694206749,0.821558125,0.52238077,0.652458992,0.212128827,0.051208909,0.962284003,1.401042196,1.410684574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0561301133,0.04768918795
140252,-0.214625642,0,0,0,0,0,0,0,0,0,1.359619528,1.362932393,-1.641740696,-0.192075424,-1.689382553,-0.036139598,-0.932783331,-0.853563406,-1.441091008,0.189744974,-1.322380096,0.075553426,-1.420741408,0.411292592,-0.576871756,-0.721873489,-0.598700278,-0.937479146,-0.97796639,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,-0.450570461,-0.619922994,0.664901782,0.310796122,-0.028470168,-0.006810566,-0.121104371,-1.144947039,0.32727656,0.023290924,0.283612627,-0.545251343,-0.850378723,0.986203893,-0.418857325,-0.135408595,0.014281024,-0.22625953,0.319556342,-0.213345453,0.045408859,-0.267837921,-0.152932224,1,1,0.192419176,-0.137876463,-0.378079833,-0.900408878,-0.197119301,-0.37052661,-0.502772611,2.204894487,1.292511365,5.003063572,1.248384778,3.107318821,-1.161561809,-0.318346667,1.360791863,1.757018581,1.694200314,1.828084156,1.396700303,0.884215375,-0.103880492,0.210460127,0.189373706,0.006328174,-0.028740052,-0.64760985,-0.600302233,-0.700705863,-0.495709918,-0.370743342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4815960623,-0.18381733465
140340,0.916915267,0,0,0,0,0,0,0,0,0,1.057519854,0.716635625,-0.593240705,-0.621827832,-0.542501294,-0.712514736,-0.612107841,-0.635042807,-0.589835598,-0.686766936,-0.613647389,-0.734015286,-0.677957924,-0.733616889,-0.685352686,-0.598598528,-0.718357779,-0.666236213,-0.697033382,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,-0.471080775,-1.464409696,3.062950056,-0.619441315,-0.034463529,-0.086634123,0.030115555,-0.680364853,-0.50574695,0.002188558,-0.243683484,-0.470190265,-0.767717889,-0.054292492,-0.703186518,-0.384849595,-1.262389541,1.756617313,0.588569862,-0.475056345,-0.786356789,-0.838285107,-0.83573139,1,2,-1.171517551,1.202073395,-0.774196137,-0.857023702,-0.658411393,0.220780679,0.282783683,0.220260507,-0.193326505,1.111425501,-0.028981266,1.044251852,-0.651577569,0.291890022,0.736479151,1.309803437,1.251434713,0.181020362,0.584341067,0.269857388,-0.896296354,-0.36643988,-0.321034859,-0.609098857,-0.578721697,-1.019739904,-0.980173311,-0.403882084,-0.689477761,-0.683713555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8423981353,-0.59606481765
140447,-0.214625642,0,0,0,0,0,0,0,0,0,0.257419691,0.255734884,1.590332671,1.274922405,1.387989798,1.172686583,1.46314583,1.291783676,1.556287195,1.453944843,1.315582835,1.67689813,1.780911543,1.054500166,1.613608558,1.453566999,1.359331556,1.439291905,1.334822153,0,1,0,1,2,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,2,2,1,1,0,0,0,0,1,2,1,1,0,0.059850759,-0.199748542,0.746712643,-0.432464107,0.525915704,-0.134803511,-0.104902236,0.029782202,-0.311126874,0.081322432,1.142641901,1.142222774,1.007948149,0.605933313,0.14584594,0.48107772,1.231910587,-0.078337641,-0.011903364,0.507358155,0.821272161,0.530768189,0.554995515,1,1,-0.309446346,0.355163002,0.166570328,0.062762478,0.35095755,-0.211328494,-0.114722802,-0.024850393,0.512931742,-0.417667853,0.509350679,-0.601309074,0.649168753,-0.180770585,0.25746744,0.236095371,0.418016981,0.171207729,0.213383111,0.099115565,0.757441098,1.091963546,1.120517701,0.946700898,0.974597551,1.216179218,1.122380865,1.30807076,1.386884258,1.877686768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4534883034,0.50989470505
140553,-0.214625642,1,0,0,0,0,0,0,1,0,1.57614148,1.580436113,-0.141135204,-1.063769786,0.326826918,-0.308551132,-0.567302612,0.008092389,-0.541877547,-1.074454896,-0.530991217,0.075553426,-0.460245523,0.089688805,-0.889797516,-0.178013367,-0.272361639,-0.597940425,-0.647568027,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,-0.273506742,-1.950036569,3.031163671,-0.750118756,-0.662268069,-0.138932316,-0.121104371,-0.388341765,-0.435088706,2.603055198,0.925054147,0.530191545,0.333950209,0.17788247,0.087398053,-0.487097933,1.206034592,-0.910800228,-1.106963782,-0.694165473,-0.028562731,-0.318040327,-0.575718264,1,1,3.004024654,-2.900035648,-0.105598647,-0.473617448,-0.029118226,-0.288653293,-0.430054034,1.560126592,1.174123427,0.202911338,1.136154134,-0.176735872,0.101938473,-0.275588951,1.415999196,1.673712519,1.882100541,1.436374435,1.774239852,1.413800882,-0.534541286,0.7643774,0.77448402,0.597237617,0.60173513,0.155776453,0.055605565,0.313733946,0.12172434,0.221961434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8483097341,-0.08950405775
140696,-0.214625642,0,0,0,0,0,0,0,0,0,-0.086437788,-0.089681738,1.397947352,1.062314024,0.503687398,0.32140054,1.260100986,0.412543068,0.657073734,0.821844909,0.787990249,1.410007346,0.180085067,0.411292592,0.67483128,1.181636938,0.380315639,0.779616674,0.692905333,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,-0.388779897,-0.308835911,0.522123593,-0.120491085,0.014981698,-0.052227418,-0.121104371,-0.899382169,0.606190681,0.006145252,1.222822091,1.263249371,1.141228402,-0.026807245,-0.427207023,-0.236533325,1.369672926,-0.775741112,-0.632825286,0.039898081,-0.414332935,-0.028964608,-0.356760495,1,1,-0.095113431,0.144599453,-0.177797186,-0.283807307,0.076385975,-0.311395881,-0.467228553,-0.024850393,0.962739951,-0.439916531,0.935764601,0.063003926,-0.186002068,-0.336594729,0.335227556,0.397745691,0.401308845,0.435088008,0.228921885,0.073091977,0.757441098,1.283270901,1.403872601,1.150784301,1.27992157,1.220412946,1.226581612,1.255224248,1.48384967,2.041549062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.55711329,-0.04327081185
140720,-0.214625642,1,0,0,0,0,0,0,0,0,-0.220990715,-0.224844764,-1.87260308,-2.70085432,-2.007731417,-2.402714798,-2.252574818,-2.242763566,-1.740828828,-2.654704734,-1.849972683,-2.059572847,-1.100576113,-2.804745277,-2.141500552,-2.081523794,-1.904054834,-2.421748415,-2.422279236,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.506649293,-1.915805705,4.02644229,-0.66541085,-0.662268069,-0.132050975,-0.121104371,-0.544308642,-0.354513515,-0.281374488,-0.4205006,-0.340694538,-0.625111027,-0.420414549,-0.29115089,-1.007328488,0.178283809,-0.5735544,-0.971179252,-1.831639236,-1.938225321,-1.314089395,-1.314565173,1,1,0.087095877,-0.034405431,-1.183269151,-1.04437808,-1.227814192,-0.379623645,-0.499185596,-0.39647454,-1.259259838,-0.222197327,-1.170670153,-0.46757667,-1.881651917,-0.33247997,-0.72827711,-0.410244764,-0.391797193,-0.374586859,-0.421468011,-1.226440365,-0.965202081,-0.57243506,-0.63760908,-0.828850981,-0.919840602,-0.266793355,-0.281544673,-0.302453333,-0.296017142,0.46738076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6081880275,-0.65044224395
140818,-0.214625642,0,0,0,0,0,0,0,0,0,-0.786009902,-0.792425901,-0.525905843,-0.213336262,-0.380615001,-0.700142712,-0.364257768,-0.5546216,-0.541877547,-0.442354961,-0.79478751,-0.458228143,-0.460245523,-0.553518769,-0.576871756,-0.721873489,-0.598700278,-0.549434893,-0.600368261,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,-0.404097726,0.691758577,-0.173529264,-0.393209223,-0.516929071,-0.119664561,-0.099501525,-0.823057953,-0.452443362,0.573271345,0.397634302,0.383006265,0.171862768,-0.001177541,-0.216091499,-0.144022924,-1.192050569,-0.244749766,0.102520974,0.137603075,0.18414969,0.501307381,0.380078151,1,1,-0.400551,0.444665445,0.023500144,0.201103886,-0.029058987,-0.35233254,-0.386683761,0.614343139,0.014317363,-0.328673142,-0.220930055,-0.540422777,-0.330211095,-0.310653856,-0.03783306,-0.004813225,-0.064264688,-0.004889262,0.075509407,-0.193073329,-0.534541286,0.34273796,0.275524519,0.147439897,0.06409022,0.471846115,0.506482637,0.492224182,0.481846308,0.874952142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1364511299,-0.3192442145
140872,-0.214625642,0,0,0,0,0,0,0,0,0,1.175060341,1.177536365,-0.333520524,-0.213336262,-0.380615001,-0.359628295,-0.262735346,-0.378773478,-0.242139727,-0.126304994,-0.530991217,-0.458228143,-0.460245523,-0.231914982,-0.263945997,-0.449943428,-0.272361639,-0.297206129,-0.354929477,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,1,2,2,1,0,-0.384366285,0.362991817,0.141208059,-0.289390387,-0.500447329,-0.10452561,-0.10220188,-0.16268756,-0.2181555,0.12616496,0.316340498,0.219634019,-0.008050531,-0.092679062,-0.213542644,-0.479981749,-0.646103522,-0.339612717,-0.614444948,-0.797860844,-0.852996631,-1.468190368,-2.128959679,1,1,0.460466973,-0.401210238,-0.368323274,-0.510453918,-0.55675771,-0.343235504,-0.441467263,0.346773754,-0.22443714,2.301438411,-0.627336285,1.258984777,-0.684525989,-0.290437865,0.357310489,0.765180265,0.548764775,0.536264216,0.241168547,-0.132571232,-0.534541286,0.345815621,0.241324272,0.150723092,0.027238353,-0.054523014,0.071433526,0.081407279,0.270135748,0.675602384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7274398097,-0.4382902387
