UNITID,ROOM,APPLFEEU,ASSOC1,SPORT1,SPORT2,SPORT3,SPORT4,STUFACR
210429,1,60,1,1,1,1,1,13
210438,2,50,0,2,2,2,2,8
210474,2,25,-2,-2,-2,-2,-2,12
210492,1,0,1,2,1,2,1,6
210508,2,,-2,2,2,2,2,
210571,1,25,1,1,1,1,1,14
210599,2,0,0,2,2,2,2,18
210605,2,0,0,2,2,2,2,18
210669,1,0,1,1,1,1,1,10
210711,2,0,-2,-2,-2,-2,-2,6
210739,1,0,1,2,1,1,1,13
210748,2,50,-2,-2,-2,-2,-2,9
210775,1,0,1,1,1,1,1,13
210784,2,0,-2,-2,-2,-2,-2,11
210809,2,0,0,2,2,2,2,122
211006,2,150,-2,2,2,2,2,21
211024,1,40,1,2,1,1,1,11
211079,2,0,0,2,2,2,2,16
211088,1,30,1,2,1,1,1,12
211130,2,,0,2,2,2,2,
211149,2,0,0,2,2,2,2,10
211158,1,35,1,1,1,1,1,19
211273,1,50,1,2,1,2,1,9
211291,1,40,1,1,1,1,1,9
211307,2,0,0,2,2,2,2,15
211316,2,0,-2,-2,-2,-2,-2,10
211334,2,0,-2,-2,-2,-2,-2,14
211343,2,25,0,2,2,2,2,14
211352,1,35,1,2,1,1,1,15
211361,1,35,1,1,1,1,1,18
211431,1,0,0,2,1,2,1,11
211440,1,75,1,1,1,2,1,5
211468,1,0,1,2,1,2,1,9
211477,1,0,0,2,2,2,2,10
211556,1,0,1,2,1,1,1,10
211583,1,35,1,2,1,1,1,9
211608,1,25,0,2,2,2,2,14
211635,2,50,-2,2,2,2,2,10
211644,1,35,1,1,1,1,1,16
211802,2,35,-2,2,2,2,2,10
211893,1,150,0,2,2,2,2,2
211927,2,0,0,2,2,2,2,18
211981,1,50,1,1,1,1,1,13
212009,1,65,1,1,1,1,1,9
212018,2,,0,2,2,2,2,
212045,2,50,0,2,2,2,2,11
212054,1,50,1,2,1,2,2,11
212106,1,50,1,1,1,2,1,13
212115,1,25,1,1,1,1,1,21
212133,1,35,1,2,1,1,1,10
212160,1,30,1,1,1,2,1,15
212197,1,0,1,2,1,1,1,11
212230,2,125,-2,-2,-2,-2,-2,14
212267,2,125,-2,-2,-2,-2,-2,17
212276,2,125,-2,-2,-2,-2,-2,14
212294,2,125,-2,-2,-2,-2,-2,18
212300,2,125,-2,-2,-2,-2,-2,14
212328,2,125,-2,-2,-2,-2,-2,15
212337,2,125,-2,-2,-2,-2,-2,19
212355,2,125,-2,-2,-2,-2,-2,19
212382,2,125,-2,-2,-2,-2,-2,21
212391,2,125,-2,-2,-2,-2,-2,17
212434,2,25,0,2,2,2,2,6
212443,2,,0,2,2,2,2,
212452,2,50,0,2,2,2,2,8
212568,2,,-2,2,2,2,2,
212577,1,60,1,1,1,1,1,9
212601,1,25,1,1,1,1,1,13
212656,1,40,1,1,1,1,1,11
212674,1,60,1,1,1,1,1,9
212753,2,125,-2,-2,-2,-2,-2,28
212771,2,50,0,2,2,2,2,12
212805,1,50,1,1,1,1,1,13
212832,1,0,1,2,1,1,1,10
212869,1,50,0,2,2,2,2,8
212878,2,0,0,2,2,2,2,15
212911,1,65,1,2,1,1,1,8
212975,1,0,0,2,2,2,2,8
212984,1,25,1,2,1,2,1,12
212993,2,100,0,2,2,2,2,15
213011,1,35,1,2,1,1,1,9
213020,1,0,1,1,1,1,1,17
213163,2,0,-2,2,2,2,2,6
213181,2,0,0,2,2,2,2,13
213215,2,25,-2,-2,-2,-2,-2,15
213233,2,25,0,2,2,2,2,9
213251,1,0,1,1,1,1,1,11
213303,1,0,1,2,1,1,1,13
213321,1,30,1,1,1,1,1,13
213330,2,0,-2,-2,-2,-2,-2,6
213349,1,35,1,1,1,1,1,18
213358,1,50,1,2,1,1,1,12
213367,1,0,1,2,1,1,1,12
213376,1,35,0,2,2,2,2,19
213385,1,65,1,1,1,1,1,10
213400,1,25,1,2,1,1,1,14
213446,1,,0,2,2,2,2,
213455,2,100,-2,-2,-2,-2,-2,18
213473,2,40,0,2,2,2,2,8
213491,2,0,-2,-2,-2,-2,-2,14
213507,1,0,1,1,1,1,1,11
213525,2,0,0,2,2,2,2,18
213534,2,40,0,2,2,2,2,15
213543,1,70,1,1,1,1,1,9
213552,2,0,-2,-2,-2,-2,-2,14
213570,2,0,0,2,2,2,2,27
213589,2,0,0,2,2,2,2,30
213598,1,20,1,1,1,1,1,15
213613,1,25,1,1,1,1,1,14
213622,2,0,-2,2,2,2,2,14
213631,1,,0,2,2,2,2,
213659,2,0,0,2,2,2,2,15
213668,1,0,1,1,1,2,1,12
213774,1,0,0,2,2,2,2,11
213783,1,25,1,2,1,1,1,15
213826,1,35,1,2,1,1,1,12
213914,2,50,0,2,2,2,2,27
213932,2,55,-2,2,2,2,2,9
213987,1,0,1,1,1,1,1,14
213996,1,50,1,2,1,1,1,12
214023,2,50,0,2,2,2,2,6
214041,1,40,1,1,1,1,1,19
214069,1,35,1,1,1,1,1,10
214111,1,0,0,2,2,2,2,16
214148,1,60,0,2,2,2,2,7
214157,1,0,1,1,1,1,1,11
214166,1,30,1,2,1,1,1,11
214175,1,50,1,1,1,1,1,9
214272,1,0,1,2,1,1,1,14
214290,2,25,0,2,2,2,2,15
214379,1,25,0,2,2,2,2,19
214476,2,50,-2,-2,-2,-2,-2,9
214528,2,0,0,2,2,2,2,19
214564,2,,0,2,2,2,2,
214582,2,25,0,2,2,2,2,10
214591,1,65,1,2,1,1,1,
214607,2,,0,2,2,2,2,
214616,2,,0,2,2,2,2,
214625,2,65,0,2,2,2,2,
214634,2,65,0,2,2,2,2,
214643,2,65,0,2,2,2,2,
214652,2,65,0,2,2,2,2,
214661,-2,,-2,-2,-2,-2,-2,
214670,2,65,0,2,2,2,2,
214689,1,65,1,2,1,1,1,
214698,1,65,0,2,2,2,2,
214704,1,65,1,2,1,1,1,
214713,1,65,1,2,1,1,1,
214731,1,65,0,2,2,2,2,
214740,2,65,0,2,2,2,2,
214759,2,65,0,2,2,2,2,
214768,1,65,0,2,2,2,2,
214777,1,65,1,1,1,1,1,15
214786,1,65,0,2,2,2,2,
214795,1,65,0,2,2,2,2,
214801,1,65,1,2,1,1,1,
214810,1,65,0,2,2,2,2,
214829,2,65,0,2,2,2,2,
214883,2,50,0,2,2,2,2,13
214892,2,25,0,2,2,2,2,9
214944,1,100,0,2,2,2,2,13
214971,1,60,0,2,2,2,2,8
215008,2,75,-2,2,2,2,2,15
215044,2,0,-2,-2,-2,-2,-2,15
215053,1,40,0,2,2,2,2,10
215062,1,75,1,1,1,1,1,6
215105,1,60,0,2,2,2,2,9
215114,1,25,1,2,1,1,1,11
215123,2,,0,2,2,2,2,
215132,1,45,1,2,1,1,1,11
215239,2,20,0,2,2,2,2,18
215266,1,0,1,2,1,1,2,15
215275,1,0,1,2,1,1,1,17
215284,1,0,1,2,1,1,1,17
215293,1,55,1,1,1,1,1,14
215309,1,0,0,2,2,2,2,5
215336,2,,-2,-2,-2,-2,-2,13
215381,2,150,0,2,2,2,2,18
215390,2,50,0,2,2,2,2,16
215415,1,0,0,2,2,2,2,18
215424,1,,0,2,2,2,2,
215442,1,0,0,2,1,1,1,11
215479,2,50,-2,2,2,2,2,7
215530,2,0,-2,-2,-2,-2,-2,11
215585,2,0,0,2,2,2,2,20
215594,1,30,-2,2,2,2,2,8
215619,2,,0,2,2,2,2,
215628,1,,0,2,2,2,2,
215637,1,50,0,2,2,2,2,21
215655,1,30,1,1,1,2,1,15
215682,2,20,0,2,2,2,2,15
215691,1,0,1,2,1,2,1,12
215743,1,0,1,1,1,2,1,14
215770,1,50,1,2,1,1,1,10
215798,1,25,1,1,1,1,1,11
215813,1,,0,2,2,2,2,
215886,2,110,-2,-2,-2,-2,-2,8
215929,1,0,1,2,1,1,1,13
215947,1,0,1,1,1,1,1,14
215974,2,0,-2,2,2,2,2,4
215983,2,50,-2,-2,-2,-2,-2,2
215992,2,50,0,2,2,2,2,8
216010,1,45,1,1,1,1,1,16
216038,1,30,1,1,1,1,1,20
216047,1,0,0,2,2,2,2,7
216074,2,75,-2,-2,-2,-2,-2,8
216083,2,0,0,2,2,2,2,7
216162,1,35,-2,-2,-2,-2,-2,10
216223,2,0,-2,-2,-2,-2,-2,7
216278,1,0,1,1,1,1,1,12
216287,1,60,1,2,1,1,1,8
216296,1,45,0,2,2,2,2,16
216311,1,0,0,2,2,2,2,21
216339,1,55,1,1,1,2,1,13
216348,1,,0,2,2,2,2,
216357,1,0,1,1,1,1,1,10
216366,1,40,1,2,1,1,1,12
216418,2,0,0,2,2,2,2,4
216427,2,0,0,2,2,2,2,
216436,2,0,0,2,2,2,2,10
216445,2,0,0,2,2,2,2,9
216454,2,0,0,2,2,2,2,10
216463,2,,0,2,2,2,2,
216524,1,0,1,1,1,1,1,10
216542,1,0,1,2,1,1,1,10
216551,1,25,0,2,2,2,2,15
216579,2,50,-2,-2,-2,-2,-2,24
216597,1,80,1,1,1,1,1,11
216630,2,50,-2,2,2,2,2,6
216667,1,25,1,1,1,1,1,10
216694,1,20,1,1,1,1,1,12
216746,2,0,-2,-2,-2,-2,-2,15
216764,1,45,1,1,1,1,1,19
216773,1,50,-2,2,2,2,2,11
216782,2,50,0,2,2,2,2,4
216807,1,35,1,1,1,1,1,11
216816,1,,0,2,2,2,2,
216825,2,0,0,2,2,2,2,14
216852,1,0,1,1,1,1,1,13
216931,1,40,1,1,1,1,1,12
216940,1,0,0,2,2,2,2,10
217013,1,0,1,2,1,1,2,12
217040,1,0,0,2,2,2,2,9
217059,1,0,1,2,1,1,1,14
217077,2,50,0,2,2,2,2,14
217156,1,75,1,1,1,1,1,6
217165,1,50,1,1,1,1,1,13
217235,1,0,1,2,1,1,1,19
217305,1,25,0,2,2,2,2,12
217323,2,100,-2,-2,-2,-2,-2,7
217402,1,65,1,2,1,2,1,12
217420,1,50,1,2,1,1,1,13
217475,2,0,0,2,2,2,2,19
217484,1,65,1,1,1,1,1,16
217493,1,60,0,2,2,2,2,9
217518,1,55,1,2,1,1,1,14
217536,1,50,1,1,1,1,1,13
217581,2,100,-2,-2,-2,-2,-2,12
217606,1,35,0,2,2,2,2,18
217615,2,0,0,2,2,2,2,13
217624,1,25,0,1,1,2,1,17
217633,1,40,1,2,1,1,1,15
217688,1,0,1,1,1,1,1,13
217712,2,0,0,2,2,2,2,15
217721,1,25,1,1,1,1,1,20
217749,1,25,0,2,2,2,2,13
217776,1,25,1,2,1,1,1,14
217794,2,100,-2,-2,-2,-2,-2,10
217819,1,50,1,2,1,1,1,14
217828,2,100,-2,-2,-2,-2,-2,17
217837,2,30,0,2,2,2,2,16
217864,1,40,1,1,1,1,1,12
217873,1,30,1,2,1,1,1,13
217882,1,70,1,1,1,1,1,16
217891,1,25,0,2,2,2,2,11
217907,1,0,1,2,1,1,1,12
217925,1,25,0,2,1,1,1,14
217934,1,0,0,2,1,2,1,11
217961,1,0,1,2,1,2,1,13
217989,1,10,0,2,2,2,2,12
217998,1,0,1,1,1,1,1,12
218025,2,0,0,2,2,2,2,17
218043,2,25,0,2,2,2,2,8
218061,1,41,1,2,1,1,1,14
218070,1,50,1,1,1,1,1,10
218113,2,0,0,2,2,2,2,15
218140,2,30,0,2,2,2,2,21
218159,2,100,-2,-2,-2,-2,-2,20
218195,2,100,-2,-2,-2,-2,-2,20
218229,1,0,1,2,1,1,1,17
218238,1,25,1,1,1,1,1,13
218335,2,95,0,2,2,2,2,10
218353,2,35,0,2,2,2,2,19
218399,1,20,0,2,1,1,1,13
218414,1,0,1,1,1,1,1,13
218441,1,35,1,1,1,1,1,14
218487,2,0,0,2,2,2,2,15
218520,2,0,0,2,2,2,2,18
218539,1,0,1,1,1,1,1,12
218645,1,45,1,2,1,1,1,14
218654,1,40,0,2,2,1,1,15
218663,1,65,1,1,1,1,1,15
218672,2,40,0,2,2,2,2,14
218681,2,40,0,2,2,2,2,14
218690,2,40,0,2,2,2,2,14
218706,2,40,0,2,2,2,2,18
218724,1,45,1,1,1,1,1,16
218733,1,25,1,1,1,2,1,15
218742,1,45,1,2,1,1,1,15
218751,2,,0,2,2,2,2,
218821,1,25,0,2,2,2,2,19
218830,2,0,0,2,2,2,2,17
218858,2,0,0,2,2,2,2,16
218867,2,100,-2,-2,-2,-2,-2,6
218885,2,30,0,2,2,2,2,19
218894,2,0,0,2,2,2,2,20
218919,1,25,0,2,1,1,1,10
218955,2,0,0,2,2,2,2,12
218964,1,40,1,2,1,1,1,13
218973,1,35,1,1,1,1,1,11
218991,2,0,0,2,2,2,2,18
219000,1,0,1,1,1,1,1,12
219037,2,60,-2,-2,-2,-2,-2,9
219046,1,20,1,1,1,2,1,16
219082,1,20,0,1,1,1,1,19
219091,1,0,0,1,1,1,1,12
219125,2,0,-2,2,2,2,2,10
219143,2,25,0,2,2,2,2,17
219170,2,30,-2,2,2,2,2,12
219189,2,0,0,2,2,2,2,13
219198,1,35,0,1,1,1,1,13
219204,2,0,0,2,2,2,2,7
219213,2,0,0,2,2,2,2,
219240,2,,0,2,2,2,2,
219259,1,20,1,1,1,1,1,17
219277,1,0,0,2,2,2,2,11
219295,1,25,0,1,1,1,1,11
219338,2,0,-2,2,2,2,2,11
219347,1,20,1,1,1,2,1,15
219356,1,20,1,1,1,1,1,17
219374,2,74,0,2,2,2,2,14
219383,1,0,1,1,1,1,1,17
219392,2,35,-2,2,2,2,2,4
219408,1,0,0,2,2,2,2,10
219426,1,0,0,2,2,2,2,13
219453,2,50,-2,-2,-2,-2,-2,10
219471,1,20,1,1,1,2,1,15
219480,2,0,0,2,2,2,2,13
219505,1,30,0,2,2,2,2,9
219587,2,0,-2,-2,-2,-2,-2,9
219596,2,0,-2,2,2,2,2,20
219602,1,25,1,1,1,1,1,17
219639,1,25,0,2,2,2,2,9
219709,1,50,1,2,1,1,1,14
219718,1,30,0,1,1,1,1,15
219790,1,35,0,2,1,1,1,12
219806,1,0,1,1,1,1,1,14
219824,2,0,0,2,2,2,2,16
219833,1,0,1,2,1,1,1,11
219842,1,50,0,2,2,2,2,15
219851,2,50,-2,-2,-2,-2,-2,10
219879,2,0,0,2,2,2,2,19
219888,2,0,0,2,2,2,2,20
219903,2,0,0,2,2,2,2,32
219921,2,0,-2,2,2,2,2,22
219949,1,25,0,1,1,1,1,16
219976,1,50,1,2,1,1,1,13
219994,2,0,-2,2,2,2,2,18
220002,2,0,0,2,2,2,2,9
220057,2,0,0,2,2,2,2,20
220075,1,25,1,1,1,1,1,15
220118,2,25,0,2,2,2,2,14
220127,2,0,-2,2,2,2,2,22
220163,2,100,-2,-2,-2,-2,-2,12
220181,1,25,0,2,1,2,1,12
220206,1,35,0,2,2,2,2,9
220215,1,0,0,2,1,1,1,13
220251,2,0,-2,2,2,2,2,20
220279,2,0,-2,2,2,2,2,15
220321,2,0,-2,2,2,2,2,20
220394,2,0,-2,2,2,2,2,18
220400,2,0,0,2,2,2,2,21
220464,1,50,0,2,2,2,2,13
220473,1,35,0,2,2,2,2,10
220491,2,100,-2,-2,-2,-2,-2,15
220516,1,0,1,2,1,1,1,12
220552,2,50,0,2,2,2,2,18
220598,1,0,1,1,1,1,1,20
220604,1,25,1,2,1,1,1,12
220613,1,25,1,2,1,1,1,15
220631,1,0,1,2,1,1,1,15
220640,2,0,-2,2,2,2,2,25
220701,1,0,0,2,1,1,1,13
220710,1,0,1,1,1,1,1,12
220756,2,0,-2,2,2,2,2,17
220765,2,0,-2,-2,-2,-2,-2,18
220792,1,,0,2,2,2,2,
220808,1,0,0,2,2,2,2,3
220853,2,0,-2,2,2,2,2,21
220862,1,25,1,1,1,1,1,15
220871,1,,0,2,2,2,2,
220978,1,25,1,1,1,1,1,17
220996,2,,0,2,2,2,2,
221050,2,0,-2,2,2,2,2,20
221096,2,0,0,2,2,2,2,20
221102,2,0,-2,2,2,2,2,20
221148,1,0,0,2,2,2,2,28
221157,2,30,-2,-2,-2,-2,-2,
221184,2,0,0,2,2,2,2,21
221236,2,0,-2,2,2,2,2,16
221281,2,0,-2,2,2,2,2,16
221333,2,0,-2,2,2,2,2,10
221351,1,0,1,1,1,1,1,10
221388,2,0,-2,2,2,2,2,17
221397,2,20,0,2,2,2,2,19
221430,2,0,-2,2,2,2,2,29
221485,2,10,0,2,2,2,2,21
221494,2,0,-2,2,2,2,2,20
221519,1,0,1,1,1,1,1,10
221582,2,0,-2,2,2,2,2,15
221591,2,0,-2,2,2,2,2,20
221607,2,0,-2,2,2,2,2,12
221616,2,0,-2,2,2,2,2,17
221625,2,0,-2,2,2,2,2,20
221634,2,0,-2,2,2,2,2,10
221643,2,0,0,2,2,2,2,20
221661,1,25,0,2,2,2,2,13
221670,2,,0,2,2,2,2,
221731,1,0,0,2,1,1,1,12
221740,1,30,1,1,1,2,1,19
221759,1,50,1,1,1,1,1,17
221768,1,30,1,1,1,1,1,15
221829,2,100,-2,-2,-2,-2,-2,20
221838,1,25,1,1,1,1,1,14
221847,1,25,1,1,1,1,1,18
221892,1,0,1,2,1,1,1,14
221908,2,0,0,2,2,2,2,22
221953,1,0,1,1,1,1,1,16
221971,1,35,1,2,1,1,1,10
221999,1,50,1,1,1,1,1,7
222053,2,0,0,2,2,2,2,23
222062,2,0,0,2,2,2,2,18
222105,2,80,0,2,2,2,2,10
222178,1,50,1,1,1,1,1,15
222497,-2,,-2,-2,-2,-2,-2,
222567,2,0,0,2,2,2,2,12
222576,2,0,0,2,2,2,2,22
222628,2,0,0,2,2,2,2,20
222822,1,0,0,2,2,2,2,14
222831,1,40,1,1,1,1,1,20
222877,1,30,0,2,2,2,2,9
222886,2,100,-2,2,2,2,2,26
222938,2,0,0,2,2,2,2,12
222983,1,0,1,1,1,1,1,12
222992,2,0,0,2,2,2,2,20
223001,1,,0,2,2,2,2,
223056,2,100,-2,-2,-2,-2,-2,15
223083,2,0,0,2,2,2,2,13
223117,1,35,0,2,2,2,2,3
223223,2,,0,2,2,2,2,
223232,1,0,1,1,1,1,1,13
223320,1,0,0,2,2,2,2,25
223427,1,0,0,2,2,2,2,25
223463,2,0,0,2,2,2,2,14
223472,2,50,0,2,2,2,2,20
223506,2,0,0,2,2,2,2,13
223524,2,0,0,2,2,2,2,23
223773,2,0,0,2,2,2,2,29
223816,1,0,0,2,2,2,2,24
223852,2,100,-2,-2,-2,-2,-2,4
223898,1,,0,2,2,2,2,20
223922,1,0,0,2,2,2,2,23
224004,1,25,1,2,1,1,1,14
224013,-1,,-2,-2,-2,-2,-2,
224110,1,0,0,2,2,2,2,18
224147,1,40,1,2,1,1,1,18
224156,2,100,-2,-2,-2,-2,-2,18
224226,1,25,1,2,1,1,1,13
224244,1,30,0,2,2,2,2,10
224253,-2,,-2,-2,-2,-2,-2,
224271,2,50,0,2,2,2,2,19
224305,1,,0,2,2,2,2,
224323,1,50,1,2,1,1,1,11
224350,2,0,0,2,2,2,2,14
224527,1,25,1,1,1,1,1,14
224545,1,30,0,2,2,1,2,12
224554,1,0,1,1,1,2,1,20
224572,2,0,0,2,2,2,2,30
224615,2,0,0,2,2,2,2,22
224642,2,,0,2,2,2,2,25
224660,2,100,0,2,2,2,2,30
224679,2,100,0,2,2,2,2,30
224712,1,,0,2,2,2,2,
224758,2,0,-2,-2,-2,-2,-2,10
224776,2,0,0,2,2,2,2,12
224828,2,100,-2,-2,-2,-2,-2,8
224891,1,0,0,2,2,2,2,20
224961,1,0,0,2,2,2,2,17
225070,1,0,0,2,2,2,2,19
225201,2,110,0,2,2,2,2,26
225247,1,0,1,1,1,1,1,14
225308,1,0,0,2,2,2,2,17
225371,1,0,0,2,2,2,2,18
225399,1,0,1,1,1,1,1,14
225414,1,45,0,2,2,2,2,17
225423,2,0,0,2,2,2,2,21
225432,2,50,0,2,2,2,2,19
225502,1,25,0,2,2,1,2,18
225511,1,75,1,1,1,1,1,23
225520,1,0,0,2,2,2,2,15
225548,1,0,1,1,1,1,2,10
225575,1,25,0,2,1,1,1,16
225627,1,20,1,1,1,1,1,11
225779,2,100,0,2,2,2,2,
225788,2,100,0,2,2,2,2,
225876,1,0,0,2,2,2,2,16
225885,1,50,0,2,1,1,1,18
225991,2,100,0,2,2,2,2,12
226019,1,0,0,2,2,2,2,19
226091,1,25,1,1,1,1,1,18
226107,2,0,0,2,2,2,2,23
226116,2,0,0,2,2,2,2,20
226125,2,100,-2,-2,-2,-2,-2,19
226134,2,0,0,2,2,2,2,26
226152,1,0,1,2,1,1,1,24
226204,2,0,0,2,2,2,2,15
226231,1,0,1,2,1,1,1,11
226277,2,0,0,2,2,2,2,23
226383,1,25,1,2,1,1,1,14
226408,2,0,0,2,2,2,2,14
226471,1,35,1,1,1,1,1,17
226578,2,0,0,2,2,2,2,16
226587,1,25,1,1,1,1,1,10
226675,2,50,-2,2,2,2,2,9
226806,1,0,0,2,2,2,2,15
226833,1,40,1,1,1,2,1,17
226860,2,100,-2,-2,-2,-2,-2,10
226879,2,25,0,2,2,2,2,11
226903,2,0,0,2,2,2,2,22
226930,2,0,0,2,2,2,2,27
227058,2,100,-2,-2,-2,-2,-2,16
227146,1,0,0,2,2,2,2,30
227155,2,0,-2,-2,-2,-2,-2,
227182,2,0,0,2,2,2,2,21
227191,2,0,0,2,2,2,2,29
227216,1,75,1,1,1,2,1,26
227225,1,0,0,2,2,2,2,19
227289,2,,0,2,2,2,2,
227298,2,100,-2,-2,-2,-2,-2,25
227304,1,0,0,2,2,2,2,19
227313,2,0,-2,-2,-2,-2,-2,24
227322,2,0,-2,-2,-2,-2,-2,28
227331,1,35,0,2,1,1,1,12
227368,1,0,1,2,1,1,1,20
227377,2,0,0,2,2,2,2,20
227386,1,0,0,2,2,2,2,21
227401,1,0,0,2,2,2,2,21
227429,1,0,0,2,1,2,1,23
227526,1,40,1,1,1,1,1,18
227687,1,0,0,2,2,2,2,16
227748,2,25,-2,2,2,2,2,10
227757,1,75,1,1,1,1,1,6
227766,2,0,0,2,2,2,2,28
227845,1,50,1,2,1,1,1,14
227854,2,0,0,2,2,2,2,21
227863,1,0,1,2,1,1,1,12
227881,1,45,1,1,1,1,1,21
227924,2,0,0,2,2,2,2,24
227979,2,0,0,2,2,2,2,22
228042,1,25,1,2,1,1,1,14
228088,2,100,-2,-2,-2,-2,-2,14
228149,1,0,1,2,1,1,2,11
228158,1,0,0,2,2,2,2,21
228185,2,200,-2,-2,-2,-2,-2,22
228194,2,,0,2,2,2,2,
228200,2,40,-2,-2,-2,-2,-2,24
228219,2,40,-2,-2,-2,-2,-2,22
228246,1,60,1,1,1,2,1,11
228282,2,0,-2,-2,-2,-2,-2,9
228316,1,0,0,2,2,2,2,21
228325,1,35,0,1,1,1,1,17
228343,1,0,1,1,1,1,1,12
228431,1,45,1,1,1,1,1,18
228459,1,75,1,1,1,1,1,21
228468,1,25,0,2,2,2,2,15
228486,1,20,0,2,2,2,2,13
228501,1,25,1,1,1,1,1,12
228529,1,50,1,1,1,1,1,22
228547,2,0,0,2,2,2,2,22
228608,2,0,0,2,2,2,2,19
228635,2,,0,2,2,2,2,
228644,2,95,0,2,2,2,2,7
228653,1,60,0,2,2,2,2,10
228699,2,0,0,2,2,2,2,20
228705,1,25,1,1,1,1,1,17
228723,1,75,1,1,1,1,1,20
228732,-2,,-2,-2,-2,-2,-2,
228769,1,75,1,2,1,1,1,24
228778,1,75,1,1,1,1,1,19
228787,1,50,1,2,1,1,1,25
228796,1,0,1,1,1,2,1,20
228802,1,60,1,2,1,1,1,18
228866,2,,0,2,2,2,2,
228875,1,50,1,1,1,1,1,13
228884,1,20,0,1,1,1,1,25
228909,2,,0,2,2,2,2,
228981,1,0,1,1,1,1,1,14
229018,1,40,1,1,1,1,1,19
229027,1,70,1,1,1,1,1,25
229063,1,42,1,1,1,1,1,16
229090,-2,,-2,-2,-2,-2,-2,
229115,1,75,1,1,1,1,1,20
229160,1,0,0,1,1,1,1,15
229179,1,50,1,2,1,2,2,17
229267,1,0,1,1,1,1,1,9
229300,2,60,0,2,2,2,2,5
229337,2,75,0,2,2,2,2,7
229355,1,0,0,2,2,2,2,19
229407,-2,,-2,-2,-2,-2,-2,
229416,2,50,-2,2,2,2,2,33
229425,2,150,-2,-2,-2,-2,-2,15
229504,1,0,0,2,2,2,2,16
229522,2,100,-2,-2,-2,-2,-2,4
229540,2,0,0,2,2,2,2,15
229656,2,25,-2,-2,-2,-2,-2,12
229780,1,35,0,1,1,1,1,6
229799,1,0,0,2,2,2,2,17
229814,1,55,1,1,1,1,1,18
229832,1,0,0,2,2,2,2,20
229841,1,0,0,2,2,2,2,20
229887,1,25,0,2,1,1,1,14
229957,2,0,-2,-2,-2,-2,-2,7
230010,2,0,-2,2,2,2,2,16
230038,1,35,1,1,1,1,1,20
230047,1,35,0,2,2,2,2,16
230056,2,0,0,2,2,2,2,13
230065,2,50,-2,-2,-2,-2,-2,12
230144,2,50,-2,-2,-2,-2,-2,10
230162,2,45,-2,-2,-2,-2,-2,10
230171,1,35,1,1,1,1,1,25
230199,2,100,-2,2,2,2,2,11
230205,2,100,-2,2,2,2,2,20
230214,2,25,-2,-2,-2,-2,-2,15
230366,2,0,0,2,2,2,2,10
230418,2,35,0,2,2,2,2,22
230490,2,45,-2,-2,-2,-2,-2,9
230597,1,30,0,2,2,2,2,19
230603,1,50,1,1,1,2,1,19
230621,2,0,0,2,2,2,2,13
230630,2,0,0,2,2,2,2,6
230676,2,0,-2,-2,-2,-2,-2,7
230728,1,50,1,1,1,2,1,19
230737,2,35,1,2,1,1,1,24
230746,2,40,0,2,2,2,2,18
230764,1,55,1,1,1,1,1,17
230782,1,30,1,1,1,2,1,21
230807,1,50,1,2,1,2,1,9
230816,1,0,0,2,2,2,2,10
230834,1,40,1,1,1,1,1,16
230852,1,0,0,2,2,2,2,15
230861,2,0,0,2,2,2,2,14
230889,2,65,0,2,2,2,2,11
230913,1,55,1,2,1,2,1,13
230940,1,0,0,2,2,2,2,5
230959,1,65,1,1,1,1,1,8
230977,1,50,0,2,2,2,2,4
230995,1,0,1,1,1,1,1,15
231004,2,50,-2,-2,-2,-2,-2,8
231059,1,50,1,2,1,1,1,11
231068,2,,0,2,2,2,2,
231095,1,35,0,2,2,2,2,7
231147,2,,0,2,2,2,2,
231156,-2,,-2,-2,-2,-2,-2,
231165,1,50,0,2,2,2,2,10
231174,1,55,1,2,1,2,1,16
231280,2,100,-2,-2,-2,-2,-2,10
231411,2,50,0,2,2,2,2,14
231420,1,0,1,1,1,1,1,17
231536,2,0,0,2,2,2,2,22
231554,1,0,0,1,1,1,1,14
231581,1,0,1,1,1,1,1,13
231624,1,75,1,1,1,1,1,11
231651,1,50,0,2,2,2,2,29
231688,2,55,-2,-2,-2,-2,-2,7
231697,2,0,0,2,2,2,2,19
231712,1,65,1,1,1,1,1,14
231721,2,50,-2,-2,-2,-2,-2,7
231785,2,,0,2,2,2,2,18
231837,1,0,1,2,1,1,1,
231873,2,0,0,2,2,2,2,15
231882,2,0,0,2,2,2,2,22
231970,1,,0,2,2,2,2,
232016,2,25,0,2,2,2,2,9
232025,1,0,1,1,1,1,1,11
232043,1,25,1,2,1,1,1,10
232052,2,0,0,2,2,2,2,15
232089,1,25,1,1,1,1,1,13
232186,1,70,1,2,1,1,1,17
232195,2,0,0,2,2,2,2,22
232256,1,30,1,1,1,1,1,10
232265,1,50,1,1,1,2,1,14
232308,1,0,1,2,1,2,2,9
232414,2,0,0,2,2,2,2,21
232423,1,70,1,1,1,1,1,16
232450,2,0,0,2,2,2,2,24
232557,1,25,1,1,1,1,1,17
232566,1,50,1,2,1,1,1,13
232575,2,0,0,2,2,2,2,23
232609,1,30,1,2,1,1,1,11
232618,2,50,0,2,2,2,2,11
232672,1,0,1,2,1,2,1,11
232681,1,50,1,2,1,1,1,13
232706,1,40,1,2,1,1,1,12
