UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
229780,2,1,1,3,3,3,1,1,3,635,397,238,619,389,230,249,173,76,218,156,62,31,17,14,111,53,137,65,440,530,440,530,16,22,14,22,16,23
229814,2,2,1,2,3,3,1,1,3,5587,2425,3162,3852,1635,2217,1335,583,752,1299,568,731,36,15,21,716,54,856,64,470,580,470,560,17,23,15,22,17,23
229957,3,3,3,3,3,3,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
230038,1,3,1,5,1,3,1,1,3,10500,4599,5901,7086,2928,4158,5731,2429,3302,5606,2367,3239,125,62,63,1715,30,5152,90,610,710,600,710,26,31,26,34,25,30
230047,1,2,1,2,1,3,1,1,3,1744,526,1218,994,361,633,524,147,377,523,146,377,1,1,0,127,24,402,77,550,640,530,620,22,27,22,28,20,26
230603,1,3,1,3,3,3,1,1,3,12248,5450,6787,9596,4237,5354,1884,718,1166,1829,691,1138,55,27,28,1779,94,233,12,510,630,510,610,20,27,20,27,19,26
230728,1,5,1,1,3,3,1,1,3,15276,7273,8003,13894,6587,7307,4411,1791,2620,4096,1640,2456,315,151,164,673,15,3975,90,530,660,520,650,21,28,20,29,19,27
230764,1,3,1,5,3,3,1,1,3,24404,11589,12814,15159,7345,7814,4249,2149,2100,4040,2044,1996,209,105,104,1114,26,3342,79,573,680,570,700,22,29,22,31,22,28
230807,1,5,1,2,5,5,1,1,3,1666,636,1030,1530,569,961,283,104,179,283,104,179,0,0,0,102,36,198,70,505,655,490,640,19,29,17,30,19,28
230816,2,2,1,2,1,2,3,1,3,1344,447,897,817,224,593,179,66,113,173,60,113,6,6,0,,,,,,,,,,,,,,
230834,1,2,1,1,1,3,1,1,3,2171,1112,1059,1819,903,916,397,207,190,396,207,189,1,0,1,350,88,48,12,470,560,450,558,18,22,15,21,17,23
230852,1,2,1,2,1,1,5,1,3,3629,1777,1852,3090,1542,1548,524,344,180,521,341,180,3,3,0,285,54,97,19,570,670,540,650,24,29,23,30,22,28
230889,5,3,1,2,1,2,3,2,3,22,5,17,22,5,17,8,2,6,8,2,6,,,,,,,,,,,,,,,,,
230913,2,3,2,2,1,3,5,1,3,3047,1263,1784,2370,945,1425,319,132,187,308,131,177,11,1,10,,,,,,,,,,,,,,
230940,2,3,1,2,1,3,3,1,3,201,88,113,167,68,99,47,20,27,47,20,27,,,,,,,,,,,,,,,,,
230959,2,2,1,2,1,3,1,2,3,9754,4325,5429,1498,789,709,605,275,330,605,275,330,,,,372,62,273,45,670,750,690,780,32,34,,,,
230995,1,2,1,3,2,3,2,1,3,3827,2732,1095,2873,2069,804,657,488,169,657,488,169,0,0,0,,,,,,,,,,,,,,
231059,1,2,1,1,1,3,2,1,3,3967,1845,2120,3296,1487,1808,392,194,198,392,194,198,0,0,0,,,,,,,,,,,,,,
231095,5,3,1,3,1,2,3,1,3,87,32,55,75,24,51,24,9,15,24,9,15,0,0,0,,,,,,,,,,,,,,
231165,1,2,1,2,2,3,2,1,3,992,583,409,665,450,215,208,146,62,201,142,59,7,4,3,,,,,,,,,,,,,,
231174,1,5,1,1,1,3,1,1,3,19233,7557,11676,12943,4764,8179,2636,1003,1633,2626,997,1629,10,6,4,2084,79,821,31,600,680,580,680,26,31,25,34,25,29
231411,3,3,3,3,3,3,3,3,1,430,389,41,206,190,16,154,143,11,154,143,11,,,,,,,,,,,,,,,,,
231420,1,1,1,5,2,2,1,1,2,2713,1582,1131,1762,1027,735,232,147,85,232,147,85,,,,164,71,57,25,430,530,430,530,16,20,,,,
231554,1,1,1,2,3,3,1,1,3,1534,817,717,1525,810,715,188,129,59,170,117,53,18,12,6,137,73,77,41,450,540,450,530,16,22,14,21,15,22
231581,1,2,1,2,5,3,1,5,3,6279,2319,3960,4225,1527,2698,487,237,250,487,237,250,,,,457,94,96,20,490,600,470,580,18,25,16,24,16,24
231624,1,5,1,2,1,3,1,2,3,14680,5667,9013,5532,2427,3105,1530,628,902,1527,627,900,3,1,2,1221,80,486,32,660,740,660,770,30,34,31,35,27,33
231651,1,2,1,2,3,3,1,1,3,2344,876,1468,2005,719,1286,386,165,221,283,121,162,103,44,59,186,48,62,16,520,630,470,590,19,25,19,25,16,25
231712,1,2,1,1,2,5,5,2,5,7204,3068,4136,5179,2077,3102,1238,544,694,1238,544,694,0,0,0,1112,90,320,26,570,650,540,630,22,27,,,,
231837,1,3,1,2,5,3,5,5,3,741,144,597,205,43,162,67,9,58,66,9,57,1,0,1,50,75,15,22,438,573,470,540,16,22,,,,
232025,1,2,1,2,5,2,1,1,2,1646,716,930,1203,509,694,271,141,130,270,141,129,1,0,1,204,75,102,38,490,600,470,570,18,25,17,25,18,24
232043,1,3,1,2,2,3,1,1,3,1435,557,878,927,356,571,204,80,124,202,78,124,2,2,0,179,88,36,18,490,620,490,600,19,26,17,26,17,26
232089,1,2,1,2,2,2,1,1,3,3770,1941,1829,2758,1378,1380,355,223,132,355,223,132,,,,253,71,50,14,440,540,420,520,16,21,14,21,16,23
232186,1,5,1,1,5,5,1,1,3,19554,9638,9916,16962,8132,8830,3763,1868,1895,3704,1829,1875,59,39,20,2720,72,301,8,560,660,550,660,24,30,23,31,22,28
232256,1,2,1,2,1,3,1,1,3,3056,3053,3,1755,1753,2,228,226,2,228,226,2,,,,202,89,68,30,540,670,520,650,20,27,20,27,17,25
232265,1,2,1,1,1,2,2,1,2,9551,2900,6651,3438,1044,2394,927,318,609,872,295,577,55,23,32,,,,,,,,,,,,,,
232308,1,5,1,2,1,3,1,1,3,3244,0,3244,2311,,2311,185,,185,185,,185,0,,0,156,84,47,25,560,670,510,630,22,30,22,32,18,25
232423,1,3,1,1,2,3,5,1,3,23579,9473,14106,18098,6752,11346,4456,1832,2624,4445,1824,2621,11,8,3,2765,62,662,15,570,650,550,640,23,28,,,,
232557,1,3,1,2,3,3,1,3,3,42312,15960,26352,21603,7666,13937,5280,2213,3067,4136,1756,2380,1144,457,687,2525,48,1513,29,530,640,510,620,21,28,21,30,18,27
232566,1,2,1,1,2,3,1,1,3,4431,1322,3109,3983,1180,2803,799,236,563,796,236,560,3,0,3,760,95,121,15,490,590,470,560,17,24,,,,
232609,1,3,1,1,2,2,1,1,3,4477,1508,2969,4076,1440,2636,477,176,301,477,176,301,0,0,0,430,90,115,24,500,600,470,570,18,26,,,,
232672,1,5,5,5,2,5,1,1,3,7560,1593,5967,6380,1251,5129,389,92,297,389,92,297,0,0,0,328,84,136,35,480,580,460,540,18,22,,,,
232681,1,2,1,2,2,3,1,2,3,5939,1993,3946,4438,1431,3007,891,321,570,874,319,555,17,2,15,688,77,161,18,560,660,520,620,23,29,22,31,20,27
232706,1,2,1,2,3,3,1,1,3,3313,1105,2207,2684,857,1827,392,144,248,391,144,247,1,0,1,170,43,32,8,480,600,460,590,16,25,14,23,15,24
232937,1,2,1,2,1,3,1,1,3,7172,2260,4904,6576,2024,4552,1225,400,825,1197,394,803,28,6,22,1000,82,266,22,440,530,420,510,15,21,,,,
232982,1,2,1,2,2,3,1,1,3,13761,6057,7704,12293,5300,6993,3145,1438,1707,3107,1418,1689,38,20,18,2085,86,399,17,500,600,480,580,18,24,16,23,17,24
233082,1,3,1,3,3,5,3,5,1,2,0,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,
233277,1,2,1,2,2,3,2,1,3,16013,5697,10316,12061,4088,7973,1651,587,1064,1645,584,1061,6,3,3,,,,,,,,,,,,,,
233295,1,2,1,1,1,3,1,1,3,2460,1174,1286,1744,793,951,432,208,224,431,207,224,1,1,0,392,91,96,22,540,630,510,610,20,26,20,26,18,25
233301,1,3,1,2,5,3,5,1,3,1177,443,734,1054,385,669,143,51,92,143,51,92,,,,130,91,28,20,490,600,480,580,19,25,17,25,17,23
233338,1,3,1,3,5,2,2,1,3,2337,933,1404,1158,454,704,445,191,254,432,185,247,13,6,7,,,,,,,,,,,,,,
233374,1,2,1,2,1,3,1,1,3,12356,5432,6924,3500,1585,1915,832,395,437,832,395,437,0,0,0,536,64,296,36,640,710,650,750,30,33,,,,
233408,1,3,1,3,3,3,3,1,1,10,0,10,6,,6,5,,5,5,,5,,,,,,,,,,,,,,,,,
233426,1,2,1,2,2,3,1,1,3,5453,2117,3336,4079,1540,2539,553,236,317,553,236,317,0,0,0,451,82,127,23,540,640,510,620,21,28,21,29,20,27
233541,1,3,1,5,2,1,1,1,3,2322,852,1470,1727,695,1032,503,241,262,503,241,262,0,0,0,446,89,105,21,510,610,490,590,18,26,17,26,17,25
233611,1,2,1,2,3,2,1,1,3,710,313,397,696,301,395,301,148,153,290,142,148,11,6,5,112,37,189,63,477,612,487,590,19,26,18,27,17,25
233718,1,2,1,1,1,3,1,1,3,724,0,724,575,,575,104,,104,104,,104,,,,56,54,31,30,540,630,470,580,21,27,22,27,18,25
233897,1,2,1,1,2,3,1,3,3,951,462,489,565,263,302,282,137,145,281,136,145,1,1,0,221,78,73,26,500,590,470,570,18,25,16,24,17,25
233921,1,3,1,5,3,3,1,1,3,31974,18859,13115,22393,12620,9773,7651,4353,3298,7641,4349,3292,10,4,6,6680,87,1936,25,590,680,590,710,25,31,24,32,25,30
234030,1,5,1,2,2,1,1,1,3,17088,6197,10891,14890,5356,9534,4401,1571,2830,4372,1559,2813,29,12,17,3816,87,749,17,550,640,520,620,21,28,21,29,19,26
234076,2,2,1,1,1,3,1,3,3,40839,19038,21801,9778,4304,5474,3920,1718,2202,3918,1718,2200,2,0,2,3105,79,1350,34,670,740,670,780,30,34,31,35,28,34
234085,2,2,2,1,3,3,1,3,3,1515,1236,279,902,757,145,482,411,71,482,411,71,,,,416,93,147,33,550,640,540,630,21,28,21,26,22,26
234155,1,2,1,2,1,3,1,1,3,7715,2515,5200,7333,2310,5023,1066,436,630,1065,435,630,1,1,0,872,82,128,12,430,510,400,500,15,20,14,19,15,18
234164,1,2,1,2,1,3,5,5,3,4182,1628,2554,2639,973,1666,234,123,111,229,121,108,5,2,3,183,78,32,14,400,470,370,459,14,17,12,16,14,17
234173,1,2,1,1,2,3,1,5,3,2323,865,1458,1785,651,1134,344,138,206,344,138,206,,,,299,87,37,11,480,600,470,580,20,28,20,30,18,26
234207,2,2,1,1,1,2,1,2,3,6178,3050,3128,1147,546,601,462,230,232,462,230,232,,,,253,55,209,45,670,730,690,770,32,34,34,35,29,33
234827,1,3,2,5,2,2,1,3,1,11017,4726,6291,9356,3922,5434,2172,1050,1122,2093,1018,1075,79,32,47,1671,77,436,20,470,580,480,590,17,24,15,23,16,24
235024,1,3,1,2,1,1,2,1,3,686,197,489,504,131,373,130,43,87,130,43,87,0,0,0,,,,,,,,,,,,,,
235097,1,3,1,1,3,3,1,1,3,5297,2105,3192,5069,1992,3077,1826,732,1094,1792,717,1075,34,15,19,1680,93,365,20,460,570,460,560,17,24,15,23,16,23
235158,3,3,1,3,3,3,3,3,3,77,26,51,65,23,42,30,9,21,30,9,21,,,,,,,,,,,,,,,,,
235167,1,3,1,1,3,3,5,1,3,1303,401,902,1275,390,885,260,91,169,254,88,166,6,3,3,179,69,69,27,490,648,470,560,19,25,16,25,16,24
235316,1,3,1,1,1,3,1,1,3,9311,4100,5156,5745,2523,3203,1248,551,697,1247,550,697,1,1,0,905,73,581,47,600,670,600,690,25,30,25,33,25,29
236133,1,3,1,3,2,3,1,1,3,556,162,394,518,151,367,190,65,125,190,65,125,0,0,0,180,95,53,28,520,635,505,610,20,26,20,27,18,25
236230,1,5,1,2,1,3,5,3,3,3679,1367,2296,3165,1139,2013,597,213,381,596,213,380,1,0,1,359,60,121,20,550,650,530,640,24,29,23,31,22,27
236328,1,3,1,2,1,3,3,3,3,5182,2188,2994,4343,1726,2617,615,256,359,615,256,359,0,0,0,,,,,,,,,,,,,,
236452,1,1,1,2,1,3,1,1,3,1614,546,1068,1548,522,1026,337,132,205,335,131,204,2,1,1,280,83,81,24,480,590,490,580,17,24,16,24,17,24
236577,1,3,1,2,1,3,1,1,3,4387,1237,3150,3975,1098,2877,638,204,434,634,203,431,4,1,3,546,86,202,32,510,630,510,620,19,26,19,27,17,26
236595,1,2,1,1,1,3,1,1,3,7968,2705,5263,6253,2129,4124,930,360,570,922,356,566,8,4,4,723,79,345,38,580,660,570,660,24,30,23,32,23,28
236939,1,3,1,1,3,3,1,1,3,21434,8987,12447,16247,6713,9534,4812,2096,2716,4716,2051,2665,96,45,51,4106,85,1169,24,510,620,510,610,20,26,19,25,18,26
236948,1,3,1,1,3,3,1,1,3,45579,21010,24569,23592,10441,13151,6992,3054,3938,6920,3016,3904,72,38,34,5638,81,2100,30,600,700,620,770,27,33,25,35,26,33
237011,1,3,1,2,3,2,1,1,3,10513,4137,6376,9502,3695,5807,3116,1280,1836,3078,1258,1820,38,22,16,2644,85,777,25,540,650,520,630,22,28,21,30,20,27
237057,5,5,1,2,1,3,5,1,3,4823,1978,2836,2697,1084,1613,425,183,242,425,183,242,,,,192,45,109,26,630,710,610,740,28,33,30,35,25,31
237066,1,3,1,2,5,3,5,1,3,3817,1461,2356,3488,1319,2169,683,281,402,681,280,401,2,1,1,518,76,190,28,530,650,520,640,21,29,21,29,20,27
237118,1,3,1,2,3,2,1,1,3,3917,2554,1361,1846,1224,622,271,185,86,271,185,86,,,,193,71,75,28,430,530,430,530,16,22,15,22,16,22
237136,1,2,1,2,1,3,1,1,3,143,57,86,53,21,32,40,13,27,37,13,24,3,0,3,15,38,27,68,475,605,465,565,18,23,19,26,16,21
237145,2,2,1,2,1,3,2,3,1,60,3,57,20,1,19,1,0,1,1,,1,,,,,,,,,,,,,,,,,
237181,1,2,1,1,2,2,1,1,3,1150,611,539,1096,570,526,185,102,83,185,102,83,,,,142,78,130,72,440,570,450,550,16,23,18,25,16,23
237215,1,3,1,2,3,3,1,1,3,470,158,312,444,147,297,200,58,142,194,57,137,6,1,5,107,62,113,65,390,480,390,500,16,21,15,21,15,19
237312,1,3,1,3,3,3,5,1,3,2454,773,1681,1228,406,822,282,117,165,259,113,146,23,4,19,52,18,94,33,490,600,450,543,19,24,18,24,17,24
237330,1,3,1,2,3,3,1,1,3,1886,790,1096,1545,634,911,372,163,209,366,161,205,6,2,4,311,84,260,70,450,560,450,540,17,23,16,23,16,23
237358,1,3,1,1,5,5,1,1,3,1937,665,1272,771,262,509,213,78,135,213,78,135,0,0,0,123,58,85,40,470,570,450,570,18,23,16,24,16,23
237367,1,3,1,2,3,3,1,1,3,2712,996,1716,2315,821,1494,780,308,472,753,299,454,27,9,18,667,86,566,73,470,570,440,540,18,23,16,23,16,22
237525,1,3,1,2,3,3,1,1,3,6451,2729,3722,5605,2334,3271,1769,737,1032,1753,724,1029,16,13,3,1333,75,1474,83,480,590,460,560,19,25,19,25,17,24
237543,3,3,1,1,1,3,3,3,1,46,16,30,37,12,25,29,11,18,29,11,18,0,0,0,,,,,,,,,,,,,,
237561,3,3,1,3,1,3,3,1,1,19,5,13,14,3,11,14,3,11,14,3,11,,,,,,,,,,,,,,,,,
237598,3,3,3,3,3,3,3,3,1,8,2,6,6,1,5,4,1,3,4,1,3,,,,,,,,,,,,,,,,,
237640,1,3,1,3,3,3,5,5,3,459,213,246,318,147,171,66,37,29,66,37,29,0,0,0,29,44,41,62,450,610,440,590,17,23,16,21,16,22
237792,1,3,1,1,2,1,1,1,3,1381,558,823,1330,539,791,494,204,290,487,199,288,7,5,2,345,70,134,27,490,600,480,570,19,25,19,26,16,24
237899,1,2,1,2,3,3,1,1,3,2242,927,1315,2138,870,1268,279,136,143,269,134,135,10,2,8,101,36,178,64,430,550,420,530,17,22,16,22,16,20
237932,1,2,1,1,3,3,1,1,3,1829,662,1167,1292,429,863,465,163,302,464,163,301,1,0,1,1,1,464,100,,,,,17,24,16,23,16,23
237950,1,3,1,2,3,3,1,1,3,1245,621,624,636,318,318,321,180,141,318,179,139,3,1,2,249,78,215,67,470,570,460,560,18,24,16,23,17,24
237969,1,2,1,2,2,3,1,2,3,2287,1032,1255,1467,634,833,326,148,178,326,148,178,0,0,0,251,77,186,57,480,570,460,550,18,24,17,24,17,24
238032,1,2,1,1,3,3,1,1,3,18202,8797,9405,15340,7312,8028,4949,2454,2495,4940,2451,2489,9,3,6,4017,81,2848,58,520,620,510,610,21,27,21,27,19,26
238078,1,3,1,2,2,3,1,5,3,1912,944,968,1305,634,671,144,93,51,144,93,51,1,0,0,100,69,63,44,440,570,470,560,18,23,16,22,17,22
238096,2,3,1,5,1,3,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
238193,1,3,1,2,3,1,2,1,3,777,0,777,539,,539,171,,171,170,,170,1,,1,,,,,,,,,,,,,,
238324,1,2,1,2,1,3,1,1,3,31,2,29,31,2,29,28,1,27,28,1,27,0,0,0,0,0,28,100,,,,,21,24,20,23,19,24
238333,1,5,1,2,1,3,5,2,3,3657,1897,1760,2269,1062,1207,259,140,119,259,140,119,,,,91,35,85,33,550,680,530,700,24,30,24,33,21,28
238430,1,3,1,3,3,3,1,1,3,1140,375,765,929,299,630,163,68,95,163,68,95,0,0,0,57,35,109,67,480,550,500,580,18,22,17,23,17,22
238458,1,2,1,2,5,3,1,1,3,4574,1649,2925,3081,975,2106,793,230,563,793,230,563,0,0,0,197,25,634,80,520,620,510,620,21,26,20,26,19,26
238476,1,2,1,2,3,3,5,5,3,7018,2515,4503,4772,1693,3079,687,294,393,682,292,390,5,2,3,277,41,479,70,500,610,500,610,21,27,20,28,18,27
238616,1,2,2,2,3,3,1,1,3,3772,1856,1916,2419,1086,1333,578,248,330,573,247,326,5,1,4,0,0,567,99,,,,,21,26,20,27,20,26
238661,1,1,1,2,3,3,1,1,3,1397,378,1019,1011,248,763,239,62,177,236,60,176,3,2,1,6,3,235,98,460,610,490,600,20,25,20,25,18,26
238980,1,2,1,2,2,3,1,1,3,1130,637,493,882,499,383,213,117,96,208,115,93,5,2,3,66,31,153,72,445,530,460,530,17,22,15,22,17,23
239017,5,5,1,2,1,5,5,5,3,3463,1691,1772,2150,962,1188,386,165,221,381,163,218,5,2,3,138,36,196,51,600,700,600,730,25,32,25,34,24,29
239071,1,2,1,2,1,3,1,3,3,343,156,187,263,122,141,154,74,80,127,64,63,27,10,17,21,14,133,86,518,610,488,595,19,26,20,27,17,24
239080,1,2,1,2,3,3,1,1,3,1868,589,1279,1207,355,852,346,112,234,346,112,234,,,,61,18,261,75,440,530,440,550,17,22,15,22,16,22
239105,1,5,1,1,3,3,1,5,3,15078,6510,8568,12509,5416,7093,1977,876,1101,1974,876,1098,3,0,3,639,32,1556,79,560,650,560,670,24,29,23,31,24,28
239309,1,3,1,3,3,1,2,2,3,1134,285,849,771,197,574,284,76,208,282,75,207,2,1,1,,,,,,,,,,,,,,
239318,1,3,1,3,3,3,1,1,3,3552,2436,1116,2192,1537,655,582,430,152,581,429,152,1,1,0,158,27,445,77,570,660,610,710,25,30,23,30,26,30
239390,1,3,1,2,2,3,1,1,3,724,6,718,419,0,419,126,,126,125,,125,1,,1,10,8,119,94,440,490,440,500,16,21,15,21,16,20
239512,1,1,1,1,2,2,3,1,3,1442,524,918,959,354,605,165,78,87,164,78,86,1,0,1,,,,,,,,,,,,,,
239628,1,1,1,2,2,3,5,1,3,2900,1321,1579,2016,914,1102,221,110,111,221,110,111,,,,47,21,176,80,480,600,510,620,19,25,,,,
239716,1,2,1,2,2,3,1,1,3,3355,1389,1966,2677,1101,1576,538,232,306,536,231,305,2,1,1,84,16,493,92,500,660,505,645,21,27,21,28,20,27
239743,1,3,1,1,2,3,1,1,3,614,358,251,314,176,134,71,47,24,71,47,24,0,0,0,34,48,41,58,440,553,430,553,15,22,14,21,15,24
240107,1,2,1,2,2,2,1,2,3,1272,332,940,974,237,737,283,65,218,283,65,218,0,0,0,22,8,267,94,540,640,510,630,21,25,20,25,19,25
240189,1,2,1,2,2,3,1,3,3,6046,2975,3071,4772,2371,2401,2119,1131,988,2064,1106,958,55,25,30,0,0,1897,90,,,,,19,24,17,24,17,25
240268,1,1,1,1,3,3,1,1,3,6283,2272,4011,5129,1795,3334,2433,900,1533,2422,898,1524,11,2,9,0,0,2364,97,,,,,21,26,20,25,19,26
240277,1,3,1,1,3,3,1,1,3,3246,1170,2076,2767,980,1787,1346,517,829,1275,482,793,71,35,36,0,0,1259,94,,,,,18,24,16,23,17,24
240329,1,1,1,1,2,2,1,1,3,6529,2683,3846,4766,1857,2909,2203,905,1298,2201,903,1298,2,2,0,0,0,2159,98,,,,,23,27,21,26,22,27
240338,1,3,1,2,2,3,1,1,3,751,366,385,670,316,354,213,94,119,213,94,119,0,0,0,21,10,201,94,510,660,510,630,21,27,20,26,19,27
240365,1,1,1,1,3,3,1,1,3,6630,2569,4061,5061,1942,3119,2165,905,1260,2063,852,1211,102,53,49,0,0,1993,92,,,,,19,24,17,23,17,24
240374,1,2,1,1,3,3,1,1,3,2256,974,1282,1485,615,870,657,270,387,623,258,365,34,12,22,0,0,575,88,,,,,17,23,16,23,16,23
240392,5,3,1,3,3,3,2,2,1,127,29,98,115,24,91,78,9,69,45,6,39,33,3,30,,,,,,,,,,,,,,
240417,1,1,1,1,2,3,1,1,3,3202,1809,1393,2899,1649,1250,1491,902,589,1478,895,583,13,7,6,0,0,1416,95,,,,,19,25,17,24,18,26
240426,1,1,1,1,3,3,1,1,3,1166,471,695,956,393,563,327,154,173,325,154,171,2,0,2,0,0,282,86,,,,,18,23,16,23,17,25
240444,1,2,1,1,1,3,1,1,3,43896,21679,22217,23886,11118,12768,7550,3495,4055,7534,3489,4045,16,6,10,2081,28,5964,79,630,700,670,780,27,32,26,34,26,31
240453,1,2,1,2,3,3,1,1,3,11273,4879,6394,8632,3785,4847,3760,1774,1986,3533,1650,1883,227,124,103,0,0,3442,92,,,,,19,24,18,24,17,25
240462,1,1,1,1,3,3,1,1,3,3410,2106,1304,2893,1815,1078,1494,933,561,1445,919,526,49,14,35,0,0,1314,88,,,,,20,26,19,24,19,26
240471,1,1,1,1,3,3,1,1,3,2969,1048,1921,2342,803,1539,1203,408,795,1187,405,782,16,3,13,0,0,1174,98,,,,,20,25,18,24,19,25
240480,1,1,1,1,2,3,1,1,3,4185,1745,2440,3537,1494,2043,1529,695,834,1478,676,802,51,19,32,0,0,1449,95,,,,,19,25,17,24,17,25
240727,1,3,1,1,3,3,1,1,3,5348,2668,2658,5132,2569,2543,1760,886,874,1752,882,870,8,4,4,654,37,1306,74,540,640,520,640,22,28,21,27,21,27
241191,1,3,1,2,2,2,2,2,3,318,119,199,314,118,196,106,40,66,102,40,62,4,0,4,,,,,,,,,,,,,,
241225,1,3,1,3,3,3,2,3,1,233,85,148,180,62,118,166,60,106,160,55,105,6,5,1,,,,,,,,,,,,,,
241331,1,3,1,3,1,3,2,3,3,216,7,209,130,4,126,112,4,108,111,4,107,1,0,1,,,,,,,,,,,,,,
241395,1,3,1,3,2,2,2,2,3,85,39,46,84,39,45,55,28,27,55,28,27,0,0,0,,,,,,,,,,,,,,
241410,1,3,1,3,2,2,2,2,3,2299,835,1464,2135,775,1360,1094,422,672,1092,422,670,2,0,2,,,,,,,,,,,,,,
241720,1,3,1,3,2,3,3,3,1,101,36,65,96,34,62,86,32,54,86,32,54,0,0,0,,,,,,,,,,,,,,
241766,1,3,1,3,3,1,3,3,3,81,53,28,53,34,19,51,33,18,7,5,2,44,28,16,,,,,,,,,,,,,,
241836,1,5,1,5,5,5,5,3,3,306,96,210,297,91,206,145,45,100,113,37,76,32,8,24,0,0,0,0,,,,,,,,,,
241951,1,3,1,2,3,1,2,3,3,66,23,43,60,20,40,56,19,37,53,18,35,3,1,2,,,,,,,,,,,,,,
242042,1,3,1,3,3,3,3,3,2,282,168,114,279,166,113,279,166,113,279,166,113,0,0,0,,,,,,,,,,,,,,
242556,1,3,1,1,3,3,3,3,3,381,201,180,366,191,175,205,112,93,184,96,88,21,16,5,,,,,,,,,,,,,,
242565,1,3,1,3,2,3,3,3,1,150,115,35,145,112,33,116,90,26,114,89,25,2,1,1,,,,,,,,,,,,,,
242583,1,2,1,3,3,3,3,3,3,196,128,65,196,128,65,147,94,53,139,87,52,8,7,1,,,,,,,,,,,,,,
242617,1,3,1,3,2,2,3,3,1,1929,812,1117,844,395,449,825,389,436,809,382,427,16,7,9,,,,,,,,,,,,,,
242626,1,3,1,3,3,3,3,3,1,1816,712,1104,782,332,450,755,317,438,749,313,436,6,4,2,,,,,,,,,,,,,,
242635,1,3,1,3,3,3,3,3,1,3189,1107,2082,827,366,461,822,363,459,811,358,453,11,5,6,,,,,,,,,,,,,,
242644,1,3,1,3,2,3,3,3,1,1166,446,720,1052,410,642,433,138,295,396,128,268,37,10,27,,,,,,,,,,,,,,
242653,1,3,1,3,3,3,3,3,1,3136,1212,1924,817,348,469,668,290,378,654,282,372,14,8,6,,,,,,,,,,,,,,
242662,1,3,1,3,3,3,3,3,1,2111,772,1339,690,288,402,662,278,384,656,275,381,6,3,3,,,,,,,,,,,,,,
242680,1,3,1,3,3,3,3,3,1,820,301,519,437,189,248,426,186,240,417,182,235,9,4,5,,,,,,,,,,,,,,
242699,1,3,1,3,2,3,3,3,1,742,196,546,343,113,230,286,97,189,282,97,185,4,0,4,,,,,,,,,,,,,,
242705,1,3,1,3,3,3,3,3,1,3639,1744,1895,976,536,440,936,518,418,920,510,410,16,8,8,,,,,,,,,,,,,,
242945,1,3,3,3,3,3,3,3,3,250,80,170,235,70,165,174,57,117,139,45,94,35,12,23,,,,,,,,,,,,,,
242954,1,3,3,3,3,3,3,3,3,115,25,90,95,20,75,74,14,60,68,13,55,6,1,5,,,,,,,,,,,,,,
242972,1,3,1,3,3,3,3,3,3,4602,1408,3194,2258,699,1559,1519,497,1022,796,266,530,723,231,492,,,,,,,,,,,,,,
243106,1,3,1,3,3,3,1,3,3,891,398,460,773,363,410,621,302,319,619,300,319,2,2,0,621,100,0,0,471,569,461,557,,,,,,
243115,1,3,1,2,3,3,3,3,1,1868,1122,746,933,360,573,726,298,428,724,298,426,2,0,2,,,,,,,,,,,,,,
243133,1,3,1,3,3,3,3,3,1,1263,609,654,987,501,486,893,449,444,890,446,444,3,3,0,,,,,,,,,,,,,,
243142,1,3,1,3,3,3,1,2,1,1969,693,1276,761,275,486,569,216,353,567,214,353,2,2,0,569,100,0,0,456,565,428,531,,,,,,
243151,1,3,1,3,3,3,1,3,3,809,297,512,710,251,459,562,205,357,561,204,357,1,1,0,562,100,0,0,505,595,479,590,,,,,,
243179,1,3,1,3,3,3,3,3,1,1641,565,1019,793,283,510,711,252,459,708,250,458,3,2,1,,,,,,,,,,,,,,
243188,1,3,1,3,3,3,3,3,1,468,235,233,295,148,147,165,91,74,163,90,73,2,1,1,,,,,,,,,,,,,,
243197,1,3,1,3,3,3,3,3,1,3148,1615,1486,2531,1293,1191,1928,1040,888,1928,1040,888,0,0,0,,,,,,,,,,,,,,
243212,1,3,1,3,3,3,3,3,1,1561,684,877,566,269,297,513,240,273,513,240,273,,,,,,,,,,,,,,,,,
243221,1,3,1,3,3,1,3,3,1,5798,2199,3599,2830,1042,1788,2217,819,1398,2189,805,1384,28,14,14,,,,,,,,,,,,,,
243443,1,3,1,3,1,3,3,3,1,4909,1774,3135,1809,736,1073,897,348,549,889,345,544,8,3,5,,,,,,,,,,,,,,
