UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
145619,1,5,3,5,5,5,1,5,3,4850,1946,2904,2023,816,1207,347,184,163,344,184,160,3,0,3,162,47,162,47,480,555,510,608,19,25,17,25,17,25
145637,3,3,1,1,3,3,1,5,3,43509,24316,19193,25684,13183,12501,7665,4086,3579,7660,4084,3576,5,2,3,6030,79,4213,55,600,700,610,770,26,32,25,34,25,33
145646,2,2,1,2,1,1,1,1,3,3719,1557,2162,2261,930,1331,409,203,206,409,203,206,,,,241,59,245,60,560,650,560,670,24,29,23,30,23,28
145691,1,2,1,2,2,3,2,2,3,3725,1580,2145,2907,1143,1764,323,151,172,323,151,172,,,,,,,,,,,,,,,,,
145725,2,2,1,2,1,3,1,1,3,5049,3438,1611,3041,2012,1029,584,405,179,584,405,179,0,0,0,455,78,229,39,570,670,620,730,26,32,24,33,26,33
145813,1,3,1,2,3,3,1,1,3,16151,6128,10023,13234,4977,8257,3860,1614,2246,3835,1606,2229,25,8,17,3161,82,2026,52,510,610,510,610,20,26,20,26,18,26
146339,1,5,1,2,2,3,1,1,3,1713,1436,277,660,459,201,189,116,73,180,111,69,9,5,4,115,61,62,33,430,550,450,550,19,25,16,25,17,25
146427,2,2,1,5,1,3,5,1,3,3397,1557,1840,2321,971,1350,318,123,195,318,123,195,,,,171,54,130,41,550,670,540,680,24,31,24,34,21,28
146481,1,5,1,1,1,3,2,1,3,4739,1985,2754,2616,1007,1609,379,169,210,377,167,210,2,2,0,,,,,,,,,,,,,,
146612,1,2,1,1,2,2,1,1,3,6674,2703,3971,4265,1750,2515,639,323,316,638,322,316,1,1,0,422,66,184,29,500,600,510,600,21,27,20,26,20,26
146676,1,2,1,3,2,3,5,1,3,1647,772,875,1101,497,604,323,174,149,320,174,146,3,0,3,,,,,,,,,,,,,,
146719,1,2,1,2,1,3,1,1,3,25583,8255,17328,17198,5310,11888,2630,866,1764,2630,866,1764,0,0,0,1541,59,1583,60,570,660,560,660,25,30,24,32,23,28
146755,3,3,1,1,3,3,3,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
146825,1,5,1,1,5,5,1,1,3,1201,678,512,749,394,352,156,84,72,156,84,72,0,0,0,111,71,72,46,470,550,470,540,17,22,15,20,16,20
147013,1,2,1,2,2,2,1,1,3,1997,1015,982,1265,607,658,332,182,150,332,182,150,,,,189,57,127,38,428,635,431,633,19,28,17,27,17,28
147129,1,3,1,3,3,3,1,3,3,66,6,60,29,4,25,12,1,11,8,0,8,4,1,3,8,67,2,17,500,530,470,500,18,24,18,24,16,23
147244,1,1,1,2,1,1,1,1,3,3531,1737,1794,2516,1133,1383,487,260,227,486,260,226,1,0,1,268,55,228,47,490,610,460,590,19,27,18,28,18,25
147341,1,1,1,2,1,3,5,1,3,2322,1304,1018,1548,828,720,255,134,121,255,134,121,,,,210,82,110,43,490,610,460,600,19,26,18,26,18,26
147369,1,3,1,2,1,3,5,1,3,322,143,179,304,128,176,194,77,117,175,72,103,19,5,14,59,30,56,29,530,620,460,580,18,23,19,25,16,23
147536,1,3,1,3,3,3,3,1,3,2665,1064,1601,2603,1038,1565,759,282,477,714,273,441,45,9,36,,,,,,,,,,,,,,
147660,1,3,1,1,2,3,1,1,3,6847,2871,3976,3673,1509,2164,557,283,274,557,283,274,,,,420,75,241,43,510,630,520,630,21,27,20,28,20,27
147679,1,2,5,2,1,3,1,2,3,4435,1843,2592,2113,799,1314,371,146,225,371,146,225,0,0,0,281,76,116,31,480,590,490,590,19,25,19,25,18,25
147703,1,1,1,1,3,3,1,1,3,15693,6652,9035,7588,3153,4434,1897,881,1016,1877,874,1003,20,7,13,1594,84,492,26,470,590,470,580,19,25,18,25,17,25
147767,1,2,1,1,1,3,1,1,3,40585,19516,21069,3673,1796,1877,2006,992,1014,2006,992,1014,,,,1284,64,1070,53,700,760,740,790,33,35,34,36,31,35
147776,3,1,1,3,3,3,1,1,3,4711,1986,2725,2755,1095,1660,452,201,251,432,191,241,20,10,10,375,83,95,21,470,570,440,550,15,22,15,21,16,21
147828,1,2,1,2,1,3,1,1,3,5019,1736,2471,2899,1174,1659,696,306,390,696,306,390,0,0,0,483,69,366,53,490,600,470,580,19,26,19,27,17,26
148016,1,3,1,5,1,3,1,1,3,105,42,63,96,38,58,66,28,38,66,28,38,0,0,0,56,85,29,44,510,625,500,593,22,27,21,27,20,27
148131,1,2,1,2,2,3,1,1,3,1242,637,605,767,382,385,215,122,93,215,122,93,0,0,0,106,49,130,60,470,590,480,600,19,25,18,25,18,25
148335,1,2,1,2,3,3,2,1,3,2760,1402,1358,1750,952,798,412,244,168,410,242,168,2,2,0,,,,,,,,,,,,,,
148405,1,5,1,2,3,3,1,1,3,2297,1213,1084,1246,607,639,170,102,68,170,102,68,,,,97,57,60,35,480,570,480,570,18,25,16,25,16,23
148487,1,2,1,1,3,3,1,2,3,4966,1568,3398,3342,1104,2238,305,111,194,302,110,192,3,1,2,201,66,101,33,510,630,500,600,21,27,21,30,19,26
148496,1,1,1,1,3,3,1,1,3,5188,1730,3458,3338,1115,2223,419,144,275,419,144,275,0,0,0,326,78,150,36,500,600,500,600,19,25,19,25,17,24
148584,1,3,1,1,2,3,1,1,3,2273,818,1455,1037,372,665,235,105,130,235,105,130,,,,157,67,78,33,520,600,510,620,20,27,20,29,18,26
148627,1,3,1,3,2,3,1,1,3,8083,2908,5172,5872,2000,3872,668,268,400,668,268,400,,,,547,82,198,30,480,570,480,570,19,24,18,24,17,24
148654,1,2,1,1,2,3,1,1,3,2117,832,1285,1626,657,969,373,163,210,369,162,207,4,1,3,274,74,167,45,500,610,495,610,19,26,20,26,17,26
148955,3,3,1,3,3,1,3,3,1,20,1,19,16,0,16,12,,12,12,,12,,,,,,,,,,,,,,,,,
149028,1,3,3,3,3,3,3,1,1,1,1,0,1,1,,1,1,,1,1,,0,0,,,,,,,,,,,,,,,
149222,1,2,1,1,3,3,1,5,3,5377,2379,2976,3569,1643,1923,1037,522,514,1019,513,505,18,9,9,717,69,565,55,520,630,510,620,21,28,21,29,19,27
149231,1,2,1,2,3,3,1,1,3,7306,2789,4517,6259,2433,3826,1667,743,924,1645,732,913,22,11,11,722,43,900,54,510,610,510,610,20,26,20,26,18,26
149310,3,3,1,3,3,3,3,3,1,67,37,30,64,36,28,38,23,15,38,23,15,,,,,,,,,,,,,,,,,
149329,3,3,2,1,1,2,3,3,3,24,24,0,22,22,,19,19,,19,19,,,,,,,,,,,,,,,,,,
149505,1,5,1,1,1,2,1,1,3,973,326,647,672,227,445,160,61,99,160,61,99,0,0,0,93,58,85,53,480,580,490,570,20,27,19,29,18,25
